text,language,label,confidence,needs_review,filter_note,llm_language,label_source,_has_kz,_has_ru_cyr
"Я думаю, что она 100 процентов знала эту махинацию , ее надо наказать как организатора. Екіншіде басқаларға сабақ болсын",mixed,,1.0,False,,mixed,manual,True,True
Торговать с Монголией выгодно — ауыл шаруашылығы өнімдері жақсы өтеді,mixed,,1.0,False,,mixed,manual,True,True
"Всё поэтапно жүріпті, халықтың ұсынысын ескеріп жатыр",mixed,,1.0,False,,mixed,manual,True,True
"По делу сделали, халыққа әсері болмағаны жақсы",mixed,,1.0,False,,mixed,manual,True,True
"Хоть и рейды идут, но без самих дачников тут не решить — контейнер қойып, келісімге отыру керек бәрібір",mixed,,1.0,False,,mixed,manual,True,True
"Выглядит, как огурчик, где там понадобилась ""медицинская помощь""? Не болып жүр замынан таяқ жеп? Дәурен Есимханов қазақтың палуаны екен.)",mixed,,1.0,False,,mixed,manual,True,True
"Вакцина керек қой, балаларға обал болмасын",kz,,1.0,False,,mixed,manual,True,True
"По делу всё сказал, нужные реформы и вопросы көтеріп отыр",mixed,,1.0,False,,mixed,manual,True,True
"По делу сказал, адамдардың пікірін ескеріп жатыр ғой",mixed,,1.0,False,,mixed,manual,True,True
А что совсем маленький ребёнок был😱😢Иманды болсын кішкентай періштем 🤲,mixed,,1.0,False,,mixed,manual,True,True
"Давно надо было — теперь и мясо, и экспорт, и село дамып кетеді",mixed,,1.0,False,,mixed,manual,True,True
"Давно ждали такую ветку, теперь аэропортқа жету оңай болады",mixed,,1.0,False,,mixed,manual,True,True
"Хорошее направление, свои ресурсы надо детально изучать, инвесторам да и самим пайдасы көп болады",mixed,,1.0,False,,mixed,manual,True,True
"Очень жаль. Иманды, жаны жәннәтта болсын.",mixed,,1.0,False,,mixed,manual,True,True
"Всё по закону идёт, активтер қайтарылып жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Время пришло, без цифры қазір ештеңе жүрмейді",mixed,,1.0,False,,mixed,manual,True,True
"Хорошая тенденция, ИИ-менеджментті оқытып жатқаны дұрыс, сұраныс бар",mixed,,1.0,False,,mixed,manual,True,True
"Хорошо, что не отпустили, теперь по закону ответ береді",mixed,,1.0,False,,mixed,manual,True,True
"Дороги нужны всегда, особенно для регионов — логистика мен туризмге серпін береді",mixed,,1.0,False,,mixed,manual,True,True
"Интересно конечно, но факт вообще расталған жоқ",mixed,,1.0,False,,mixed,manual,True,True
"Не сендім, фейк сияқты қой",mixed,,1.0,False,,mixed,manual,True,True
"Всё по уму делают, бюджетке де тиімді болады",mixed,,1.0,False,,mixed,manual,True,True
"Хорошее направление, детям и учителям реально жеңілдеу болады",mixed,,1.0,False,,mixed,manual,True,True
"Удобно сделали, можно будет нормально отдохнуть и с семьей уақыт өткізу",mixed,,1.0,False,,mixed,manual,True,True
"Вопрос көтеріліп, қадағалап отыр ғой",mixed,,1.0,False,,mixed,manual,True,True
"Для регионов это реально нужная штука, сапалы жабдық та әкеліпті",mixed,,1.0,False,,mixed,manual,True,True
"Контакт с АҚШ всегда плюс, экономикаға да, сыртқы саясатқа да пайдалы болады",mixed,,1.0,False,,mixed,manual,True,True
Для малого бизнеса полегче болады енді,mixed,,1.0,False,,mixed,manual,True,True
"Всё правильно, продбезопасность важнее, пусть сначала елдің өзіне жетсін",mixed,,1.0,False,,mixed,manual,True,True
"Технологии реально выручают, молодцы что так шапшаң подключились",mixed,,1.0,False,,mixed,manual,True,True
"Кому не лень все что то хотят продать, что не так лежит🤦‍♀️ Қазақстанды  құрту",mixed,,1.0,False,,mixed,manual,True,True
"Связи с США всегда нужны, экономикаға плюс болады",mixed,,1.0,False,,mixed,manual,True,True
"С одной стороны, балаларға зиян контент азаяды, бірақ бәрібір айналып өтетін жолын табады",mixed,,1.0,False,,mixed,manual,True,True
"Много всего за ночь, но прям острых новостей нет, просто әлемдегі қозғалыстар сияқты",mixed,,1.0,False,,mixed,manual,True,True
"Работают все службы, людей іздеп жатыр, қайғылы жағдай енді",mixed,,1.0,False,,mixed,manual,True,True
"Цифры большие, но спад уже начался — значит, жағдай бақылауда",mixed,,1.0,False,,mixed,manual,True,True
"Всё правильно, соседпен жақсы қарым-қатынас әрқашан тиімді",mixed,,1.0,False,,mixed,manual,True,True
"Для Казахстана это плюс — спрос тұрақты болса, экономикаға да жақсы әсер етеді",mixed,,1.0,False,,mixed,manual,True,True
"Деньги вернулись, проекты работают — экономикаға нақты пайдасы тиіп жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Для села это реально маңызды, су мәселесі шешіліп жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Хорошая инициатива, регионы оживляет и жастарға мүмкіндік береді",mixed,,1.0,False,,mixed,manual,True,True
"Иманды болсын. Өте қиын жағдай ,жас азамат бұл дүниеден өтті. Шідерті автобан и пост Гай? Без знаков за 1 км хотя бы? Так  нет.   Да были знаки о снижении скорости и я их увидел  случайно,там было оставлено около 5 фур и они своими габаритами закрывали знаки.14 қарашада Астанаға жол жүрдім, тас қараңкы, Шідертіде алдымнан пост шыға келді қудай сақтап өтіп кеттім. Осындай жағдай болмасын, берегите наших граждан. Иманы жолдас болсын.",mixed,,1.0,False,,mixed,manual,True,True
"Важный день, важный праздник для любого из народов, для любой страны. Құтты болсын",mixed,,1.0,False,,mixed,manual,True,True
"Первый раз слышу, чтоб за один приём можно ребёнку лечить несколько зубов да ещё под наркозом, внуков сама веду на прием к стомотологу один прием один зуб, перерыв день и только на 3день к стомотологу, тут какая та супер мама и стомотолог решили одним махом вылечить все зубы маленькому ребёнку, кишкентай саби жаның жатта болсын",mixed,,1.0,False,,mixed,manual,True,True
И так сол жерже жүр еді ғой,mixed,,1.0,False,,mixed,manual,True,True
"Қырық клеенкасыз пафос, но все по делу келдік, қабылдады, саммитке кірістік",mixed,,1.0,False,,mixed,manual,True,True
"Балқаш АЭС имя запомнится, проект реально мощный. Будет и работа, и технологии, и энергия для всех",mixed,,1.0,False,,mixed,manual,True,True
Вах Вах Прекрасно!!! Культура прежде Всего! Алға Қазағым!!!,mixed,,1.0,False,,mixed,manual,True,True
"Ребята, в очередной раз скажу, на олимпиаду она не поехала из-за микротравмы, она бы не смогла и тур пройти тогда, а так она на всех турнирах выступает под нашим флагом! Молодец, Елена! Алга, Қазақстан! 🇰🇿🇰🇿🇰🇿❤️❤️❤️",mixed,,1.0,False,,mixed,manual,True,True
"Молодец Елена, все так держать! Алга, Қазақстан!",mixed,,1.0,False,,mixed,manual,True,True
Президенттен сұхбат алу кез келген журналисттің арманы емес пе 🔥,kz,,1.0,False,,mixed,manual,True,True
Ой зачем так пугать! По факту ведь не будет такого уведомления! Алла сақтасын,mixed,,1.0,False,,mixed,manual,True,True
"Дұрыс, адам басқарғаны жақсырақ қой",kz,,1.0,False,,mixed,manual,True,True
"Байкамуров реально зверь на ковре, просто машина. Заслуженная победа,құтты болсын",mixed,,1.0,False,,mixed,manual,True,True
"Главное, что сейчас девочка бақылауда и көмектесіп жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Выборы акима в Семее — новый этап, халықтың дауысы естіледі енді",mixed,,1.0,False,,mixed,manual,True,True
"Много шума ночью было в мире, но нам главное — тыныштық пен тұрақтылық",mixed,,1.0,False,,mixed,manual,True,True
"Осень в этом году реально радует, фотки кайфовые шығып жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Весь мир едет в Казахстан на заработки, а наша молодежь бежит из страны. Этот факт не красит страну и власть, которые не смогли создать нормальные условия для свои граждан. Советую власти послушать слова Голда Мейер (V-Премьер Израиля) по поводу выезда из страны своих граждан. Саны бір уысқа татымайтын, тарыдай шашылып жүрген қазақтың болашағы не болмақ?",mixed,,1.0,False,,mixed,manual,True,True
"Главное, чтобы всё было в интересах Казахстана. Негізі энергиямен проблеман шешуге керек АЭС👍",mixed,,1.0,False,,mixed,manual,True,True
"Бақылауға алынғаны жақсы, сапа артады деп үміттенемін",kz,,1.0,False,,mixed,manual,True,True
Кучкуются воротаның қасында 🙊,mixed,,1.0,False,,mixed,manual,True,True
3 золота и одно серебро. Не плохо идем. Дальше интереснее! Алға Қазақстан!!!,mixed,,1.0,False,,mixed,manual,True,True
"Красавцы, на финал бәріміз болайық",mixed,,1.0,False,,mixed,manual,True,True
"Для инвесторов теперь двери открытее, имидж банка да и страны өсіп тұр",mixed,,1.0,False,,mixed,manual,True,True
"Потенциал для совместных проектов большой, технологии и ресурсы можно пайдаланып көрсе болады",mixed,,1.0,False,,mixed,manual,True,True
Аға бұл елден біз не аламыз? Не береміз?,kz,,1.0,False,,mixed,manual,True,True
"Хороший шаг для людей, зарплата әділ болады",mixed,,1.0,False,,mixed,manual,True,True
Курс долларa опять подрос — экономике оңай емес сейчас,mixed,,1.0,False,,mixed,manual,True,True
"Резонно, давно надо было тарифы пересмотреть, транзит күшейсе, экономикаға да плюс болады",mixed,,1.0,False,,mixed,manual,True,True
"Много важных шагов озвучили, особенно по ИИ и поддержке экономики — видно, что на перспективу жұмыс істеп жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Спасибо, что предупреждают заранее, можно жоспарлап алуға болады",mixed,,1.0,False,,mixed,manual,True,True
"Хороший праздник для всей страны, нефть экономикаға тірек болып тұр",mixed,,1.0,False,,mixed,manual,True,True
"Безопасность важнее всего, люди сами түсініп жатқаны қуантады",mixed,,1.0,False,,mixed,manual,True,True
"Нормально, движ идет — и экономика, и соцсфера, и сыртқы саясат, бәрі қозғалып жатыр екен",mixed,,1.0,False,,mixed,manual,True,True
"Каждый пункт по-своему важен, но особо радует, что особняк Масимова теперь на пользу балаларға жұмыс істейді",mixed,,1.0,False,,mixed,manual,True,True
"Деньги в регионы идут, өндіріс пен инфрақұрылым дамиды енді",mixed,,1.0,False,,mixed,manual,True,True
"Рост хороший, прогнозы позитивные, экономикаға серпін болады",mixed,,1.0,False,,mixed,manual,True,True
"Спасибо за инфо, МЧС бәрін бақылап отыр ғой",mixed,,1.0,False,,mixed,manual,True,True
"Всё службы наготове, қауіпсіздікке көңіл бөлініп жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Динамика хорошая, инвесторлар үшін де плюс, инфляцияға да шешім болады деп сенем",mixed,,1.0,False,,mixed,manual,True,True
"По делу, жөндеу керек қой, сосын бәрімізге ыңғайлы болады",mixed,,1.0,False,,mixed,manual,True,True
"Взаимодействие с Китаем для России сейчас реально важно, экономически и саяси жағынан да плюсы бар",mixed,,1.0,False,,mixed,manual,True,True
"Поддержка хорошая, лечение в Турции жаңа мүмкіндік береді",mixed,,1.0,False,,mixed,manual,True,True
"Вообще норм, что МВД подключилось, инфраструктура реально ақсап тұр",mixed,,1.0,False,,mixed,manual,True,True
"Ну, закон так решил, бақылауда болады енді",mixed,,1.0,False,,mixed,manual,True,True
"Ақшаны қайтарсын, халыққа обал емес пе",mixed,,1.0,False,,mixed,manual,True,True
"Погода вообще шатается, сақ болу керек всем",mixed,,1.0,False,,mixed,manual,True,True
"Прямой выход на китайский рынок — это уже уровень, экспортқа серпін болады",mixed,,1.0,False,,mixed,manual,True,True
"Погода вообще удивляет, северде уже заморозки, ал югта +38, на всякий случай бәрі сақ болсын",mixed,,1.0,False,,mixed,manual,True,True
"Пожарные реально отрабатывают, в горах оңай емес вообще",mixed,,1.0,False,,mixed,manual,True,True
"Хорошая поддержка для тех, кому реально қажет газ",mixed,,1.0,False,,mixed,manual,True,True
"Жестко взялись, порядок керек қой",mixed,,1.0,False,,mixed,manual,True,True
"По делу всё честно решили, пусть жауап береді",mixed,,1.0,False,,mixed,manual,True,True
"Давно надо было, мошенничество азаяды енді",mixed,,1.0,False,,mixed,manual,True,True
"Толковая поддержка, сразу видно — и новые заводы, и энергетика, и жұмыс орындары көбейеді",mixed,,1.0,False,,mixed,manual,True,True
"Ну, решение суда есть, значит бәрі заң бойынша жүріп жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Красиво начали, атмосфера мықты",mixed,,1.0,False,,mixed,manual,True,True
"Все правильно, сезонға дайындық ерте басталғаны дұрыс",mixed,,1.0,False,,mixed,manual,True,True
"Ну всё по закону, правильно что тексеріп жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Хороший визит — с соседями надо держать связь, экономикаға да әсері бар",mixed,,1.0,False,,mixed,manual,True,True
"Всё правильно, соседями тату болған жақсы",mixed,,1.0,False,,mixed,manual,True,True
"Врачи и министерство на контроле держат, барынша көмектесіп жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Давно нужно было ужесточить, топливо сыртқа кетпесе — өзімізге жетеді",mixed,,1.0,False,,mixed,manual,True,True
"Давно нужно было, порядок үшін жақсы штука",mixed,,1.0,False,,mixed,manual,True,True
"Очень жаль, қайғылы жағдай",mixed,,1.0,False,,mixed,manual,True,True
"Деньги и время экономят, врачтарға да жеңілдейді екен",mixed,,1.0,False,,mixed,manual,True,True
"Хорошее движение, с соседями жақын болу всегда плюс",mixed,,1.0,False,,mixed,manual,True,True
"Молодцы, осындай жаттығу керек всегда",mixed,,1.0,False,,mixed,manual,True,True
"Встреча лидеров — всегда плюс для диалога, главное — чтобы мир мен ынтымақ болсын",mixed,,1.0,False,,mixed,manual,True,True
"Удобно будет, чаще ұшатындар көп қой енді",mixed,,1.0,False,,mixed,manual,True,True
"Красиво организовали, туризмге де әсер етеді",mixed,,1.0,False,,mixed,manual,True,True
"Хорошо, что про Абая не забывают, жастарға керек бағыт",mixed,,1.0,False,,mixed,manual,True,True
"Пожарникам и ЧС-никам оңай емес сейчас, на страже бәрібір",mixed,,1.0,False,,mixed,manual,True,True
Даму үшін осындай сапарлар керек қой,mixed,,1.0,False,,mixed,manual,True,True
"Срокын өтеді, енді заң бойынша шықты ғой",mixed,,1.0,False,,mixed,manual,True,True
"По делу делают, қыста тыныш болсын",mixed,,1.0,False,,mixed,manual,True,True
"Закон бәріне ортақ, бірақ балаға обал болды",mixed,,1.0,False,,mixed,manual,True,True
"Бұндай жағдайда амнистия дұрыс емес сияқты, балаға обал ғой",mixed,,1.0,False,,mixed,manual,True,True
"По делу работают, қауіпсіздік бірінші орында",mixed,,1.0,False,,mixed,manual,True,True
"Следят за этим, просто так өспей жатыр ғой",mixed,,1.0,False,,mixed,manual,True,True
"В сельской медицине обновление всегда кстати, люди күтті осыны",mixed,,1.0,False,,mixed,manual,True,True
"Без этого газ бы вообще исчез в некоторых регионах, так хоть нарықта тұрақтылық болады",mixed,,1.0,False,,mixed,manual,True,True
С налогами порядок будет — бизнес те ашық болады,mixed,,1.0,False,,mixed,manual,True,True
"Хорошее дело, людей еңбегін бағалап жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Хороший шаг для региона, ООН-ның орталығы жаңа мүмкіндіктер береді",mixed,,1.0,False,,mixed,manual,True,True
"Если ваше дело попало к человеку "" бәрі бір"" , он вообще с место не поднимется.Мы такое пережили когда угнали "" Мерс наш"", мы сами нашли в СТО как после аварийную когда наш покупатель с Гольф клуба со скоростью 230 км/час за рулем был и сделал аварию.Машина была по доверенности , потому что он еще не расчитался полностью!",mixed,,1.0,False,,mixed,manual,True,True
Дружим со Швейцарией — экономикаға да плюс болады,mixed,,1.0,False,,mixed,manual,True,True
"Дополнительный транзит — это всегда плюс для бюджета, да и Қытаймен қарым-қатынас та нығаяды",mixed,,1.0,False,,mixed,manual,True,True
"Всё по закону идёт, теперь тәртіп болады",mixed,,1.0,False,,mixed,manual,True,True
Когда в США кризис они начинают войну чужими руками всегда так было Иран Китай Югославия и добрались до России. Енді не стимиз и все в таком приказом тоне(интересно закончат потом с кем начнут,mixed,,1.0,False,,mixed,manual,True,True
"Деньги в дело кетеді, әлеуметтік жобаларға пайдасы тиеді ғой",mixed,,1.0,False,,mixed,manual,True,True
"Это правильно, так хоть налоги толық түседі",mixed,,1.0,False,,mixed,manual,True,True
"Давно пора об этом напоминать, столько людей қақпанға түсіп жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Хорошо что вовремя тоқтатты, жастарға зиян еді",mixed,,1.0,False,,mixed,manual,True,True
"Хорошая поддержка, с Турцией бірге болу өзімізге де тиімді",mixed,,1.0,False,,mixed,manual,True,True
"Лето у детей всегда быстро өтеді ғой, демалыс деген – балалықтың тәтті шағы",mixed,,1.0,False,,mixed,manual,True,True
"В целом, правильно что под рынок подстраиваются — молодежьке жұмыс табу оңайырақ болады",mixed,,1.0,False,,mixed,manual,True,True
"Всё правильно, свой металл ішінде өңделсін",mixed,,1.0,False,,mixed,manual,True,True
Саудада жүргендерге де осындай мереке керек қой,mixed,,1.0,False,,mixed,manual,True,True
"Хорошая инициатива, ИТ мен бизнес жақындаса береді енді",mixed,,1.0,False,,mixed,manual,True,True
"Хорошо, что дело уже в суде, полиция жұмыс істеп жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Деньги сыртқа кетіп жатқаны қызық, бірақ бәрібір бақылауда ұстап отыр",kz,,1.0,False,,mixed,manual,True,True
"Всё к удобству идет, наличка уже реально керек болмай қалды",mixed,,1.0,False,,mixed,manual,True,True
"Контроль есть, МВД на связи, бәрі бақылауда",mixed,,1.0,False,,mixed,manual,True,True
"Ассалаумағалайкум, да они члены ОПГ. В этой связи и задержаны.",mixed,,1.0,False,,mixed,manual,True,True
"Сотрудничество с Афганистаном — это и экономика, и аймақтағы тұрақтылық үшін пайдалы ход",mixed,,1.0,False,,mixed,manual,True,True
"Пусть уже договорятся, соғыс болмасын",mixed,,1.0,False,,mixed,manual,True,True
"Хорошая возможность для ребят, геологияға қызығатын жастар көбейіп жатыр",mixed,,1.0,False,,mixed,manual,True,True
"Хороший шаг, если реально контроль болады, сервис те көтеріледі",mixed,,1.0,False,,mixed,manual,True,True
"Летом всегда спрос на такие профессии растет, сезон ғой",mixed,,1.0,False,,mixed,manual,True,True
Адамдар ақшасына обал екен,kz,,1.0,False,,mixed,manual,True,True
"Знание гос языка это важно, но казахи, вы сами помогайте, а то смотрите на лица и переходите на ""здравствуйте"".. Қайырлы күн, керек емес.. И прочее и проще будет всем.. Мои друзья при мне говорят на двух языках со мной и сильно мне помогают..",mixed,,1.0,False,,mixed,manual,True,True
"На границе теперь намного быстрее будет, транзит пен саудаға жақсы әсер етеді",mixed,,1.0,False,,mixed,manual,True,True
"Хорошо что сразу убрали, иначе доверия болмас еді",mixed,,1.0,False,,mixed,manual,True,True
"Вот это реально работа, которую не видно, но без нее вообще тыныштық болмас еді",mixed,,1.0,False,,mixed,manual,True,True
Балаларға обал болдау,kz,,1.0,False,,mixed,manual,True,True
"Интересно, как Франция такие автономии решіп жатыр",mixed,,1.0,False,,mixed,manual,True,True
"С Наадмын баяр шүү, Монгол ағайындар. Желаю чтобы этот праздник силы и духа принесет благополучие и удачу каждой семье. С уважением из Казахстана",mixed,,1.0,False,,mixed,manual,True,True
"Ну и правильно, надо идти на компромисс, а то басқа шығып алады 😅 В мире сейчас все через тонкий баланс идет где перегнешь, там и хлопнет. Лучше заранее договориться, чем потом тушить",mixed,,1.0,False,,mixed,manual,True,True
"Это не интернет! Это воспитание и то что видят дома! Мои дети тоже в интернете но такой жестокости,отбирания чего либо нет. Аллага шукир бари бар,жогында кордик,но осылай биреуден алып жулу,кореалмайтындар жоқ. Тәрбие үйден басталады! Неважно что говорит интернет важно что мы сами внушим детям нашим.",mixed,,1.0,False,,mixed,manual,True,True
"Правильно говорит, пограничные вопросы всегда надо с екі жақтың мүддесін ескеріп шешу",mixed,,1.0,False,,mixed,manual,True,True
"Изменений много, вроде бы всё по делу, быт пен заң жақсара ма екен теперь",mixed,,1.0,False,,mixed,manual,True,True
"Правоохранительные органы – на контроле, молодёжь спортта қуантады",mixed,,1.0,False,,mixed,manual,True,True
"МИД все правильно делает, безопасность бірінші орында",mixed,,1.0,False,,mixed,manual,True,True
