text,language,label,confidence,needs_review,filter_note,llm_language,label_source,_has_kz,_has_ru_cyr
"Товар пришел вовремя, большое спасибо продавцу ИП «МЫНЖАНОВ АСКАРБЕК КАНАБЕКОВИЧ» и ответственному курьеру.",ru,,1.0,False,,ru,manual,False,True
"Стерки хорошие, берём постоянно, не оставляют грязи в тетради.",ru,,1.0,False,,ru,manual,False,True
"Ластик хороший, беру не в первый раз.",ru,,1.0,False,,ru,manual,False,True
"Жақсы өшіргіш, мектепке ыңғайлы, арзан, жоғалтып алса да.",kz,,1.0,False,,kz,manual,True,True
Өз бағасына тиімді әрі сапасы жақсы.,kz,,1.0,False,,kz,manual,True,True
"Товаром довольна, магазин хороший, вешалка оказалась очень удобной и стойкой, благодарю!",ru,,1.0,False,,ru,manual,False,True
"Хорошие стерки, теперь заказываю только их.",ru,,1.0,False,,ru,manual,False,True
"Кетіргіш өте жақсы екен, фирмасы керемет.",kz,,1.0,False,,kz,manual,True,True
Хорошее качество. Беру не первый раз. Быстрая доставка.,ru,,1.0,False,,ru,manual,False,True
"Отличный ластик, упаковка качественная, пришло все целое.",ru,,1.0,False,,ru,manual,False,True
"Отличный ластик, который стирает карандаш мягко и без лишних усилий. Не оставляет грязных разводов на бумаге и практически не крошится при использовании.",ru,,1.0,False,,ru,manual,False,True
"Удобный ластик, хорошее качество. Стирает отлично. Спасибо Каспи Магазину и продавцу.",ru,,1.0,False,,ru,manual,False,True
"Хороший, мне понравилось, спасибо большое.",ru,,1.0,False,,ru,manual,False,True
"Удобный большой ластик, хорошо стирает карандаш.",ru,,1.0,False,,ru,manual,False,True
"Отличные ластик, качество супер и цена приятная.",ru,,1.0,False,,ru,manual,False,True
"Ластик очень удобен в использовании и хорошо справляется со своей задачей. Он аккуратно стирает карандаш, не оставляя грязных следов и не рвёт бумагу. Имеет мягкую текстуру, благодаря чему стирание происходит легко и без усилий. Компактный размер позволяет удобно.",ru,,1.0,False,,ru,manual,False,True
"Отличный ластик. Очень понравился, буду пользоваться.",ru,,1.0,False,,ru,manual,False,True
"Супер ластик, стер моего бывшего.",ru,,1.0,False,,kz,manual,False,True
Рақмет. Тағы біреуін қосып салып жіберіпті күшті.,kz,,1.0,False,,kz,manual,True,True
"Рахмет, 2 өшіргіш салып жіберіпті сапасы күшті.",kz,,1.0,False,,kz,manual,True,True
"Отличный ластик! Стирает чисто и аккуратно, не размазывает карандаш и не оставляет тёмных следов на бумаге.",ru,,1.0,False,,ru,manual,False,True
"Осы өшіргіштер қатты ұнайды, сатушыға рахмет, уақытынан ерте келді.",kz,,1.0,False,,kz,manual,True,True
Всё понравилось. Рекомендую к покупке.,ru,,1.0,False,,ru,manual,False,True
"Ластик стирает отменно. Были сомнения по качеству из-за цены, однако они не подтвердились. Ластик не крошится и удобен в применении.",ru,,1.0,False,,ru,manual,False,True
ЭКОНОМ СТРОЙ спасибо большое. Ластик очень хорошего качества. Рекомендую. Покупкой довольна.,ru,,1.0,False,,ru,manual,False,True
"Очень классно стирает, пришёл вовремя, даже раньше, спасибо магазину и Каспи.",ru,,1.0,False,,ru,manual,False,True
"Әдемі өшіргіш, сапасы ұнады, уақытында келді.",kz,,1.0,False,,kz,manual,True,True
"Супер ластик, спасибо за доставку.",ru,,1.0,False,,ru,manual,False,True
"Сторка отличная. Хорошо стирает. Спасибо большое, выручили!",ru,,1.0,False,,ru,manual,False,True
"Купили дочке по рекомендации знакомых, быстро доставили, довольны покупкой.",ru,,1.0,False,,ru,manual,False,True
"Стерка из детства. Не сильно жёсткая, синяя сторона блестит. Дешёвая, не воняет, со своей задачей справляется. Упаковали тоже хорошо, такую маленькую в большой пакет положили. Спасибо большое магазину Patriot-kz, быстрой доставке и китайцам-производителям.",ru,,1.0,False,,ru,manual,False,True
"Хорошие ластики, беру не первый раз. Спасибо Каспи!",ru,,1.0,False,,ru,manual,False,True
"Очень качественный ластик, спасибо магазину PATRIOT-KZ.",ru,,1.0,False,,ru,manual,False,True
"Хороший ластик, стирает отлично! Цена.",ru,,1.0,False,,kz,manual,False,True
Сапасы өте керемет. Рахмет. Керемет болып келді.,kz,,1.0,False,,kz,manual,True,True
Күшті сапасы жоғары екен. Алыңыздар.,kz,,1.0,False,,kz,manual,True,True
10тенгеге көп алар едім в наличии болмай калды керемет оширгиш багасы оте арзан советую.,kz,,1.0,False,,kz,manual,True,True
"Отличный ластик, цена -сказка! Синяя часть хорошо стирает цветные карандаши.",ru,,1.0,False,,ru,manual,False,True
"Стерка топ, стирает даже ручку без проблем.",ru,,1.0,False,,ru,manual,False,True
"Жақсы өшіреді. Өз уақытында келді, маған ұнады.",kz,,1.0,False,,kz,manual,True,True
"Ластик очень удобный, взял для рисования, заказываю не первый раз.",ru,,1.0,False,,ru,manual,False,True
"Ластик очень хороший, стирает нормально, советую покупать.",ru,,1.0,False,,ru,manual,False,True
"Качественный, хорошо упакованный ластик. Спасибо большое Каспи за быструю доставку и Almaty tools буду заказывать ещё.",ru,,1.0,False,,ru,manual,False,True
"Отличный ластик, прикольно за такую цену.",ru,,1.0,False,,ru,manual,False,True
Отличный ластик за свою цену.,ru,,1.0,False,,ru,manual,False,True
Товар көңілімнен шықты жақсы өшіреді.,kz,,1.0,False,,kz,manual,True,True
"Өшіргіштің бағасы өте тиімді, сапасы ойымдағыдай келді, тез арада жеткізіп берді, көп рахмет.",kz,,1.0,False,,kz,manual,True,True
"Ластик Maped хорошего качества, цена очень приятная.",ru,,1.0,False,,ru,manual,False,True
"Ластик очень понравился, хорошо и аккуратно стирает.",ru,,1.0,False,,ru,manual,False,True
Стер все свои ошибки молодости.,ru,,1.0,False,,ru,manual,False,True
"Жақсы екен, алуға кеңес беремін.",kz,,1.0,False,,kz,manual,True,True
"Ластик мягкий, упругий. Со своей функцией справляется!",ru,,1.0,False,,kz,manual,False,True
Өте керемет за такую цену.,mixed,,1.0,False,,kz,manual,True,True
"Благодарю, заказываю неоднократно. Спасибо Каспи и продавцу.",ru,,1.0,False,,ru,manual,False,True
Очень хороший ластик. Очень хороший ластик.,ru,,1.0,False,,ru,manual,False,True
"Өте жақсы өшіргіштер. Өз қалдырмайды, қағазды бүлдірмейді. Сапасы.",kz,,1.0,False,,kz,manual,True,True
Сапасы өте жоғары. Қыздарым сурет салғанда қолданып жүр. Рахмет сатушы иесіне.,kz,,1.0,False,,kz,manual,True,True
"Хороший ластик, на Каспи  дешевле, спасибо продавцу положил еще один в подарок! Доставка пришла вовремя.",ru,,1.0,False,,ru,manual,False,True
"Керемет өшіргіш, бағасы да арзан. Магазиндерде 40-50 тг тұрады жоқ дегенде.",kz,,1.0,False,,kz,manual,True,True
Өте күшті кетіргіш. Рахмет магазинге. Каспи магазинге.,kz,,1.0,False,,kz,manual,True,True
Осы фирманың өшіргіштері керемет нешінші жыл алып жүрмін.,kz,,1.0,False,,kz,manual,True,True
Хороший ластик за свою стоимость.,ru,,1.0,False,,ru,manual,False,True
"Обычные неплохие ластики. Тут цена копеечная, беру много.",ru,,1.0,False,,kz,manual,False,True
Рақмет көп 10 тенгенің заты болсада.,kz,,1.0,False,,kz,manual,True,True
"Өте керемет, ұнады маған, курьер балаға рахмет, жу<unk> і жылы өте керемет, күшті бәрі.",kz,,1.0,False,,kz,manual,True,True
Ластик керемет сапада. Каспи жеткізу қызметі жоғары дәрежеде. Aлматы TOO<unk> S дүкеніне көп рақмет. Өз істеріне үлкен жауапкершілікпен қарайды.,mixed,,1.0,False,,kz,manual,True,True
"Бұл дүкеннен алмаңыздар, ұзақ уақыт күттіңіздер, телефон алмайды.",kz,,1.0,False,,kz,manual,True,True
"Купил 15 про Макс полное разочарование. Остался на своем 14 про. Отдал жене, пусть она мучается.",ru,,1.0,False,,ru,manual,False,True
"Либо они пихнули мне уже юзанный телефон, либо телефон очень плохого качества.",ru,,1.0,False,,ru,manual,False,True
"Купила 15 про Макс в этом магазине. Телефон глючит сам по себе, держала всего лишь 1 месяц. Не стоит своих денег, 1. экран глючит. 2. фейс айди плохо работает! Можно сказать вообще толком то не работает. Мой 11 и то был намного лучше чем этот 15. Очень разочарована!",ru,,1.0,False,,ru,manual,False,True
Фонарик работает! Брал ради фонарика.,ru,,1.0,False,,kz,manual,False,True
"Сапасыз, Қытайдан келген екен, еще есим.",kz,,1.0,False,,kz,manual,True,True
"Сим карта салатын орны жоқ, түсінбейміз.",kz,,1.0,False,,kz,manual,True,True
Без симкарты деп жазып қоймайсыздарма.,mixed,,1.0,False,,kz,manual,True,True
Кішкене жұмыс жасаса қызып кетеді. Сапасы өте төмен.,kz,,1.0,False,,kz,manual,True,True
Көңілім толмай тұр китайский сияқты.,kz,,1.0,False,,kz,manual,True,True
"Алуға кеңес бермеймін, зряды тез отырып қалады.",kz,,1.0,False,,kz,manual,True,True
"15 күнде зорғаа келді, бірақ телефон жақсы.",kz,,1.0,False,,kz,manual,True,True
3 күн кешіктірді. Жауапкершілігі жоқ.,kz,,1.0,False,,kz,manual,True,True
"Зарядкасы шыдамайды, айфон қызып кетеді, кішкене шұқыласаң.",kz,,1.0,False,,kz,manual,True,True
"Это моя самая лучшая покупка за последнее время, вчера была на концерте Akon, я стояла далеко, но мой 15 про мах снял так что я могла посчитать сколько волос у Akona ЗУМ любовь с первого взгляда.",ru,,1.0,False,,ru,manual,False,True
"Спасибо магазину OnMarket, оперативно доставили, хороший курьер и магазин выходит на связь 10/10, посмотрим как будет работать.",ru,,1.0,False,,ru,manual,False,True
"Сириустан алдым, Каспи есептелген уақыттан бұрын жеткізді, жаңа телефон, ешқандай ашылған ремонтталған емес, таза оригинал.",kz,,1.0,False,,kz,manual,True,True
Сапасы өте нашар 15про макстың көшірмесі алғаныма өкініп қалдым камерасы онша емес бұлдырлатып түсіреді.,kz,,1.0,False,,kz,manual,True,True
"Қатты қызады, тел хабарлассам алмайды.",kz,,1.0,False,,kz,manual,True,True
"Купила айфон, до этого был ХР и очень разочарована камерой передней. Слишком много цветокоррекции и обработки, которая делается автоматически и не убирается с настроек. Очень обидно покупать телефон за ~650к, чтобы потом делать селфи через инсту.",ru,,1.0,False,,ru,manual,False,True
Мобитайм магазинные алдым. Жақсы істеп тұр. Камера күшті және зарядка ұзаққа жетеді.,kz,,1.0,False,,kz,manual,True,True
Барахлит и зависает и очень сильно греется.,ru,,1.0,False,,ru,manual,False,True
"Телефон глушит иногда, на некоторые буквы с трудом нажимается, не реагирует.",ru,,1.0,False,,ru,manual,False,True
"Свет не красивый, намазы вообще.",ru,,1.0,False,,ru,manual,False,True
"Дочка в восторге. Папа в шоке. А у меня рассрочка. Телефон даже на внешний вид смотрится на 100 баллов. Всё целое, без изъянов. Брала по отзывам о продавце APPLE MART. Спасибо вам!",ru,,1.0,False,,ru,manual,False,True
"Батарейка садится очень очень быстро, всё время нужно заряжать. Пользуюсь 4 день. Не советую. Магазину спасибо!",ru,,1.0,False,,ru,manual,False,True
"Айфонымды алдым, бәрі күшті, мен ойлагандай! Көңілден шықты, айтқан уақытынан да бұрын жеткізіліп берілді. Көп рақмет!",kz,,1.0,False,,kz,manual,True,True
Обслуживание на высоте. Очень ответственная и качественная доставка.,ru,,1.0,False,,ru,manual,False,True
"Зарядкасы жарты сағатқа да жетпейді. Фотоға анық түсірмейді, самсунг телефоным күшті түсіреді бұдан. Ұнамады. Грамм емес сияқты, американский деп ұрып жіберді.",kz,,1.0,False,,kz,manual,True,True
Өте нашар камерасы анық тусмейді.,kz,,1.0,False,,kz,manual,True,True
"Дауысы өзімен өзі қатты шығып кете береді, азайтсаң автоматический қатты шығып кетеді.",mixed,,1.0,False,,kz,manual,True,True
Жена восторге. Кора кутты болсын.,mixed,,1.0,False,,kz,manual,False,True
"Всех казахстанцев с новым годом Каспи особое поздравление. Телефон в идеале. Подарил супруге. Всё супер, курьер уважение. Всем спасибо и удачи.",ru,,1.0,False,,ru,manual,False,True
Қатып қала береді жәй қимылдап жатыр.,kz,,1.0,False,,kz,manual,True,True
"Получила телефон айфон 15 про макс 256. Оригинал. Качество и доставка отличная. Телефон UAE, имей код все соответствует. Работает отлично. Вес, детали все в идеале. Проконсультировали отлично. Довольна покупкой. Рекомендую магазин XAN_Comp.",ru,,1.0,False,,ru,manual,False,True
"Очень рада за выбор именно этого магазина, все отлично сразу же проверила на оригинальность, пользуюсь с удовольствием. Телефон не нагревается, пришло даже раньше срока.",ru,,1.0,False,,ru,manual,False,True
Превосходный девайс! Давно мечтала купить себе именно айфон. Единственный минус - отсутствует адаптер зарядного устройства. Доставка на день раньше. Спасибо Каспи за такой подарок!,ru,,1.0,False,,ru,manual,False,True
"Все отлично. Самый красивый цвет на рынке. Сестрёнка довольна. Главное уточняйте сим карту. Мне позвонили и сказали что 2 е сим. Мне это не принципиально, так что всё нравится. И берите уже 256 минимум. Спасибо.",ru,,1.0,False,,ru,manual,False,True
"Телефон греется при зарядке, а так пока пойдет, теперб понял что надо покупать в официальных магазинах.",ru,,1.0,False,,ru,manual,False,True
Первый мой айфон. Андройдтан кейін енді үйреніп жатырмын.,mixed,,1.0,False,,kz,manual,True,True
"Маған айфонның есим екенін ескерткен жоқ, мен сим карта бар деп ойладым. Ал телефонның өзі әдемі.",kz,,1.0,False,,kz,manual,True,True
"Оригинал, сборка Канада-Япония, пришел на 2 дня раньше, упакован аккуратно, жена восторге! Магазин Мобила1.",ru,,1.0,False,,ru,manual,False,True
Айфонды бірінші рет алып отырмын. Үйреніп жатырмын. Маған бәрі ұнап тұр. Тапсырыс берген күні алып келді. Рахмет!.,kz,,1.0,False,,kz,manual,True,True
Өте керемет көрсетілген күннен ерте келді қызмет сапасы өте жақсы.,kz,,1.0,False,,kz,manual,True,True
"Телефон доставили достаточно быстро, очень понравилось. С 12 про сразу перешла на 15 про макс. Разница огромная. Всем советую.",ru,,1.0,False,,ru,manual,False,True
"Магазин супер!!! Ответили через минуту после того как одобрили рассрочку!!! Доставили в межгород за два дня,это очень быстрая доставка!!! Что сказать по телефону,айфон есть айфон,мощный,камеры просто бомба!!! В руке сидит как родной,он меньше чем 14 про Макс и легче на 20 грамм. Покупкой доволен как слон,третий день кайфую!!! Спасибо,магазин рекомендую!!!",ru,,1.0,False,,ru,manual,False,True
"Өзім келіп алып кеттім, ұнады осы жерден алсаңыздар болады. .",kz,,1.0,False,,kz,manual,True,True
"Приобрел телефон, все хорошо, выдали очень быстро и в срок, хоть уже магазин был закрыт, так как мне надо было уезжать, телефоном пользуюсь уже несколько дней, получаю удовольствие.",ru,,1.0,False,,ru,manual,False,True
"Телефон маған ұнамады, себебі өзіме алмадым, сыйлыққа алдым, көңілімнен шықты.",kz,,1.0,False,,kz,manual,True,True
Купил жене. Радуется. Отличный смартфон.,ru,,1.0,False,,ru,manual,False,True
Заказым тез келді інімнің тулған күніне сыйладым ініме қатты ұнады.,kz,,1.0,False,,kz,manual,True,True
"Енді алдым, түсінбей жатырмын, жақсы былай.",kz,,1.0,False,,kz,manual,True,True
"Спасибо Каспи, быстро доставили. Айфон купила дочке, она очень рада, всё в отличном состояний. Спасибо консультантам.",ru,,1.0,False,,ru,manual,False,True
"Доставка была раньше срока, спасибо продавцу, курьер очень торопился, не дал время вскрыть товар, торопил и спрашивал давай код, это не серьезно. Я ранее звонил продавцу, он не брал трубку.",ru,,1.0,False,,ru,manual,False,True
"Качество топ, зарядка держится до двух суток.",ru,,1.0,False,,ru,manual,False,True
Быстрая доставка. Приятная цена. Обязательно обращусь снова.,ru,,1.0,False,,ru,manual,False,True
"Купил у них 15 Pro Max, покупкой полностью доволен, спасибо магазину Great Choice за оперативность и доброе отношение к клиентам, буду всегда к вам обращаться.",ru,,1.0,False,,ru,manual,False,True
"Звоноктың өзіне беті қатып қалады, оның несі айфон?! Байқамаса алдап жібереді.",kz,,1.0,False,,kz,manual,True,True
"Работает отлично! Брала сыну, очень доволен. Рекомендую.",ru,,1.0,False,,ru,manual,False,True
Отличный телефон! Супруга довольна! Камера огонь!,ru,,1.0,False,,ru,manual,False,True
Хороший. Все как я думала. Камера просто мощь.,ru,,1.0,False,,ru,manual,False,True
Брал в apples. kz. Привезли в тот же день. Жена в восторге. А я за андроиды.,ru,,1.0,False,,ru,manual,False,True
"Доставили в срок, то что нужно. Цвет, память sim+esim все соответствует. Телефон оригинальный, пломбы на месте не активированный как и должно быть. Были вопросы, звонил в магазин трубки берут, ответили ответили на все мои вопросы. Рекомендую.",ru,,1.0,False,,ru,manual,False,True
Керемет сападағы телефон. Маған қатты ұнады. Уақытымен алып келді. Рахмет сіздерге.,kz,,1.0,False,,kz,manual,True,True
"Телефон отличный, батарея держит хорошо, 2 суток игры летают, ну в общем на десятку с плюсом.",ru,,1.0,False,,ru,manual,False,True
"Әйеліме сыйлыққа берген едім, 5 жылдық обидаларын ұнатып кетті.",kz,,1.0,False,,kz,manual,True,True
"1. Телефон имеет стильный и эргономичный дизайн, удобно лежит в руке. Дизайн. 2. Производительность: Высокая скорость работы, все приложения запускаются мгновенно, нет лагов. Камера отличного качества, снимки получаются четкими и яркими даже при слабом освещении. 4. Батарея: Емкость батареи позволяет активно использовать телефон весь день без необходимости подзарядки. Довольна покупкой.",ru,,1.0,False,,ru,manual,False,True
"Любовница счастлива, люблю её радовать.",ru,,1.0,False,,kz,manual,False,True
"Дүкен өте жақсы жұмыс көрсету, жақсы, сатушы Айгеримге рақмет!",kz,,1.0,False,,kz,manual,True,True
"Магазину спасибо большое, обзвонил где то 5 магазинов, никто трубку не брал в воскресенье, а этот магазин сразу взял и подсказал что и как, в целом телефон классный после 11 айфона, 15 про Макс также спасибо Каспи.",ru,,1.0,False,,ru,manual,False,True
"Үлкен рақмет, сервис жоғары деңгейде.",kz,,1.0,False,,kz,manual,True,True
"Телефон просто класс. Качество супер. Доставка быстрая, в тот же день в который был указан. Курьер вежливый. Все понравилось.",ru,,1.0,False,,ru,manual,False,True
"Спасибо продавцу, что позвонил и предупредил, что айфон идет с е-сим, а не обычной симкой, все хорошо упаковано, и пришло раньше срока, я довольна.",ru,,1.0,False,,ru,manual,False,True
Все работает. Доставили раньше срока. Продавцу спасибо за дополнительную информацию.,ru,,1.0,False,,ru,manual,False,True
"Слов нет! Все супер! Магазин Lord Mobile супер продавец, бастан аяқ выручил, гарантийный талон бар. Доставщик мені 15 минут күтіп қалды. Бірақ вежливо болды. Айфон оригинал, не пожалеете, ребят!",mixed,,1.0,False,,ru,manual,True,True
"Все пришло вовремя, оригинал, за это можете не переживать, ничего не тупит не лагает, зарядку держит хорошо, перешла с 12 про макс, советую.",ru,,1.0,False,,ru,manual,False,True
"Купила дочке, ей очень нравится. Ещё у нас была американская версия. Доча очень счастлив, говорит, что только у неё такая сотка с американской версией.",ru,,1.0,False,,ru,manual,False,True
"Телефон оригинал. Очень хорошо работает. Доча рада. Отдельное спасибо менеджеру Арайлым. Очень вежливая и приветливая, доставили за пару часов, сервис на высшем уровне!",ru,,1.0,False,,ru,manual,False,True
"Ұлымның 18 жасы мен грантқа оқуға түскеніне сыйлыққа алдым. Өзінің таңдауы осыған түсті. Телефон жақсы, керемет.",kz,,1.0,False,,kz,manual,True,True
"Покупал жене в подарок. Все пришло вовремя и качественно упаковано. Продавец ABS Сервис молодцы, все четко объяснили и все пришло как заказывал. Три недели пользования жена довольна. Советую этого продавца!",ru,,1.0,False,,ru,manual,False,True
Әттең өзім ұстай алмадым! Құдай қаласа бұданда жақсысына жетем.,kz,,1.0,False,,kz,manual,True,True
Онлайн Сим карта болғаны ұнамады.,mixed,,1.0,False,,kz,manual,True,True
"Доставка тез жеткізілді заказ берген күні, және телефон оригинал, качество, барлық жағынан жақсы, өте қуаныштымын.",mixed,,1.0,False,,kz,manual,True,True
Всё хорошо. Только телефон не берут.,ru,,1.0,False,,ru,manual,False,True
"Спасибо Каспи, спасибо ABS сервис. Доставили вовремя. Очень довольна своим новеньким айфоном.",ru,,1.0,False,,ru,manual,False,True
Керемет Жеткізде жақсы. Комерасы анық. Қолайлы ұстауға.,kz,,1.0,False,,kz,manual,True,True
"Телефон работает отлично, все понравилось. Доставили быстро.",ru,,1.0,False,,ru,manual,False,True
"11ден кейінгі телефоным, күшті екен.",kz,,1.0,False,,kz,manual,True,True
"Телефон хороший, особенно после 11. Покупала у iStarMobile, сразу после заказа позвонили, уточнили нужен телефон с физ. симкой или только е-сим. Эпл есть эпл). Доставили в срок и еще чехол подарили.",ru,,1.0,False,,ru,manual,False,True
"Очень хороший телефон, советую всем.",ru,,1.0,False,,ru,manual,False,True
"Телефоном очень довольна! Продавец молодец, позвонил мне предварительно, чтоб предупредить, что телефон работает с двумя симками. Доставка тоже пришла вовремя. В общем все супер!",ru,,1.0,False,,ru,manual,False,True
Айфон покупали дочке. Пользуется несколько дней. Все хорошо.,ru,,1.0,False,,ru,manual,False,True
"Телефон жақсы, көңілімізден шықты. Смело ала беріңіздер.",kz,,1.0,False,,kz,manual,True,True
Онлайн заказ беруге басында қорқып едім. Сонда да тәуекел деп заказ бердім. Шүкір жақсы келді. Қуаныштымын. Ойымдағыдай дәл. Рахмет Каспи.,kz,,1.0,False,,kz,manual,True,True
Дора дукенінен алдым гарантия қағазымен салып жіберіпті рахмет. Камерасы басқа айфондарға қарағанда жақсырак и тайпси зарядка тусе береді екен. Келініме әпергенмін өте риза болып қалды.,kz,,1.0,False,,kz,manual,True,True
"Купил любимой жене, она рада.",ru,,1.0,False,,kz,manual,False,True
Заказға берген товар келді. Ойдағыдай. Көп рахмет.,kz,,1.0,False,,kz,manual,True,True
"Улкен Рахмет . Телефон оригинал , убедился",mixed,,1.0,False,,kz,manual,False,True
Заказ уақытынан бұрын келді рахмет. Сапасы жақсы. Маған ұнады. Қызым қуанып қалды. Осы магазиннің сатушыларына алғысым шексіз.,kz,,1.0,False,,kz,manual,True,True
"Телефон пушка, оригинал, доставили вовремя. Спасибо большое.",ru,,1.0,False,,kz,manual,False,True
"Өте күшті, келіншегіме әпердім, қатты қуануда.",kz,,1.0,False,,kz,manual,True,True
"Күшті сотка, миним балама қатты ұнады.",kz,,1.0,False,,kz,manual,True,True
"Рахмет сіздерге, тез жетті. Сапасы жақсы екен.",kz,,1.0,False,,kz,manual,True,True
"Өте жақсы магазин, уақытында келді, бәрі.",kz,,1.0,False,,kz,manual,True,True
"Телефон жақсы, оригинал тексеріп көріп алдым, сіңліме подарока қылғандықдан ашпай тұрып отзыв жаза алмадым.",kz,,1.0,False,,kz,manual,True,True
"Бәрі жақсы, тез алдым. Өте қатты ұнады.",kz,,1.0,False,,kz,manual,True,True
Доставка уақытынан тез жеткізілді. Телефон өзі керемет.,kz,,1.0,False,,kz,manual,True,True
"Быз өте куаныштымыз, магазинге рахмет.",kz,,1.0,False,,kz,manual,True,True
Өте керемет ұнады мен қалаған түс бәрі ойдағыдай.,kz,,1.0,False,,kz,manual,True,True
"Өте тамаша, бәрі уақытында жеткізілді.",kz,,1.0,False,,kz,manual,True,True
Уйлену онай уй болу киын дегендей 2-дана алдым куласан нардан кула деп.,kz,,1.0,False,,kz,manual,False,True
"Қызмет көрсету өте жақсы, Меруерт рахмет. .",kz,,1.0,False,,kz,manual,True,True
Телефон супер қатты ұнады! Жеткізу тез келді.  Бірден екі телефон алдық.  Рақмет.,kz,,1.0,False,,kz,manual,True,True
"Телефон анашыма ұнады, көп рахмет, магазинге уақытылы жеткізіп берді.",kz,,1.0,False,,kz,manual,True,True
"Телефон өте күшті сапада, маған ұнады басқаларгада сатып алуға кеңес беремін, Каспи магазин сатушга көп рақмет касиптерине.",kz,,1.0,False,,kz,manual,True,True
"Тауарды уақытында алдым, күшті болып келді,.",kz,,1.0,False,,kz,manual,True,True
"Өте күшті екен, қызыма ұнады.",kz,,1.0,False,,kz,manual,True,True
"Жақсы келді, бірақ зарядчигі қызып кете береді.",kz,,1.0,False,,kz,manual,True,True
"Телефон жақсы, келіншегім қуанып қалды.",kz,,1.0,False,,kz,manual,True,True
Өте жақсы. Жылдам. Камерасы бәрі сапалы түсіреді. Кеңес беремін. Өкінбейсіңдер.,kz,,1.0,False,,kz,manual,True,True
"Өте тез уакытынан бұрын жеткізіп берді, керемет, мен ойлағаннанда керемет болып.",kz,,1.0,False,,kz,manual,True,True
"Кеш жеткізілді. Өте жақсы сапасы, камерасы бәрі супер.",kz,,1.0,False,,kz,manual,True,True
"Затымыз уақытында келді, сол күйінде келді, рахмет, алдағы уақытта да заказдар беремін.",kz,,1.0,False,,kz,manual,True,True
"Все оригинал, ешқандай фальшивка жоқ.",mixed,,1.0,False,,kz,manual,True,True
Телефон өз уақытынан 3күнге ерте келді. Барлығы ұнады тамаша.,kz,,1.0,False,,kz,manual,True,True
"Сотка зор, өзіме қатты ұнады. 0-0-24айда әйелім екеумізге алдық.",kz,,1.0,False,,kz,manual,True,True
"Телефон бәрі жақсы, ұнады өзіме, бірақ бонусы түспеді рахмет.",kz,,1.0,False,,kz,manual,True,True
"Бәрі ұнады 11 ден кейін әрине керемет екен, уақытында әкелді.",kz,,1.0,False,,kz,manual,True,True
Өте жақсы тауар. Ең бастысы Қытайлық прошивка емес оригинал өндіріс. Өзім алып кеткенде жылдам әрі жылы қызмет көрсетті.,mixed,,1.0,False,,kz,manual,True,True
Рахмет. Уақытында жеткізіп берді. Көп күшті.,kz,,1.0,False,,kz,manual,True,True
Қызмет көрсетуі өте жоғары. Кеңес беремін алуға!,kz,,1.0,False,,kz,manual,True,True
"Әлі үйренудемін, жаман емес, көңілден шығып датыр.",kz,,1.0,False,,kz,manual,True,True
"Қызыма алып бердім, өте жақсы, ризамын, доставкасы да уақтылы жасалды, рахмет!.",kz,,1.0,False,,kz,manual,True,True
Бәрі жақсы. Каспи как всегда супер. 1 күн ерте жеткізіп берді. Рахмет.,mixed,,1.0,False,,kz,manual,True,True
"Рахмет керемет. Телефон маған ұнады, рахмет алыныздар өкінбейсіздер.",kz,,1.0,False,,kz,manual,True,True
