text,rating,city,category,place_id,place_name,review_id,date_created,source,language
"Исламға рахмет Күшті бала тез тамақ шығарып берді , шашлык вкусно рахмет Подругам екеумзжақсы отрдық, Исламға өсектер айтканына отдельно спасибо ",5,astana,шаурма,70000001059993399,,248115288,2026-06-06T22:30:42.22754+07:00,2gis,mixed
айлана ваще тигрица сестренка мая ауф,5,astana,шаурма,70000001059993399,,92634685,2024-07-29T23:23:05.118411+07:00,2gis,mixed
Тамаша Офицанка Ерлан жақсы қызмет көресетеді,5,astana,шаурма,70000001059993399,,247893028,2026-06-05T23:13:59.015908+07:00,2gis,mixed
Обслуживание жаксы Официант Адлетке рахмет оте сыпайы ,5,astana,шаурма,70000001059993399,,247878435,2026-06-05T22:12:32.10473+07:00,2gis,mixed
"Вкусно. Официант Ислам молодец, ему рахмет, знает подход к гостям.",5,astana,шаурма,70000001059993399,,246217080,2026-05-30T20:26:31.423728+07:00,2gis,mixed
"Хорошее заведение! Официант Ислам оченб шустрый и хороший, все вкусно Үш тандыр на Кург.шоссе, сервтс и кухня на высшем, благодарим! Главное что комаров нет на улице",5,astana,шаурма,70000001059993399,,247651746,2026-06-04T23:41:15.098642+07:00,2gis,mixed
"Әдеттегідей бәрі өте дәмді! Один из любимых и часто посещаемых мест, улкен рахмет!",5,astana,шаурма,70000001059993399,,246818783,2026-06-02T00:43:49.229191+07:00,2gis,mixed
Тағамдары шашлыктары жақсы. Бека самый лучший офицант,5,astana,шаурма,70000001059993399,,246535808,2026-05-31T22:51:03.326888+07:00,2gis,mixed
Адилет бала өте жаксы официант жаксы обслуживание өте керемет жаксы бала молодец,5,astana,шаурма,70000001059993399,,246301067,2026-05-31T02:21:24.386515+07:00,2gis,mixed
"Бүгінгі керемет кешті осы Үш Таңдыр керемет кафесынде өткіздік. Атмосфера вайб особенно іште футбол өтіп жатты  
Ислам және Нұрғазы деген официанттарға  Бірақ кішкене айтатымыныз бар шашлык тема болды бірак немножко быттей массасы  бағасына сай емес 1500 тг кішкене көбейтсеніз может бір екі ет ",5,astana,шаурма,70000001059993399,,246300028,2026-05-31T02:13:57.552472+07:00,2gis,mixed
"Коп Рахмет! Нургазы мен Ислам официанты очень внимательные парни. Обслуживание отличное, кухня вкусная",5,astana,шаурма,70000001059993399,,246300027,2026-05-31T02:13:57.442722+07:00,2gis,mixed
"Официантка Бибігул хорошо обслуживает столик , и лучшая официантка которую я видел",5,astana,шаурма,70000001059993399,,245992797,2026-05-30T01:14:43.348774+07:00,2gis,mixed
"Быстрая выдача, хороший гарантия, отличный диньдинь цомян, беш немного постный и мало казы.
Исламу респект за радушное обслуживание, молодец.",4,astana,шаурма,70000001059993399,,245968745,2026-05-29T23:19:54.06477+07:00,2gis,mixed
Тамактары отее татты шеф повор соган караганда мыкты повор ау за обслуживания 10 процент емес 50 процент беру кереу офицанттар прям четка асыресе айару мен нургазы куштыыы обслуживания істейді 2 рет бардык 1 ыншысынде нургазы істеді шакырамыз есікке карап отсак жугырып келе жатад прям куштыыыыы тагыда баратын боламыз ,5,astana,шаурма,70000001059993399,,245675262,2026-05-29T02:04:31.054295+07:00,2gis,mixed
"Тамақтары дәмді, жайлы кафе екен. Обслуживание жақсы, Ерлан деген официант қызға рахмет! Вежливая, әлі жылдам жұмыс жасайды",5,astana,шаурма,70000001059993399,,245621118,2026-05-28T20:56:48.978878+07:00,2gis,mixed
Бибігүл деген официант кыз обслужкасы оте жаксы,5,astana,шаурма,70000001059993399,,245431641,2026-05-27T23:04:21.917875+07:00,2gis,mixed
Классное заведение очень вкучно и обслуживание очень хороше Сәлебек Нұрғазы добрый официант,5,astana,шаурма,70000001059993399,,244970475,2026-05-25T23:35:50.01237+07:00,2gis,mixed
"Классное заведение.Вкусно и быстро.Интерьер красивый.Обслуживание 11/10.
Айаруга коп коп рахмет.",5,astana,шаурма,70000001059993399,,244928074,2026-05-25T20:15:56.224096+07:00,2gis,mixed
біз бугн тапчанда отырып кеттік тамактары оте керемет нұрғазы деген офицант кушты обслужвания ыстеді бізге прям катты унады тагыда келеміз,5,astana,шаурма,70000001059993399,,244901120,2026-05-25T18:26:16.912498+07:00,2gis,mixed
"Сегодня посетил Үш тандыр — остались только положительные впечатления! Очень вкусный и ароматный плов, мясо мягкое, порции хорошие. Отдельно хочется отметить свежие лепёшки и быстрое обслуживание. Атмосфера уютная, персонал вежливый и внимательный. Отличное место, чтобы вкусно поесть и приятно провести время. Обязательно приду ещё раз и буду рекомендовать друзьям!",5,astana,шаурма,70000001059993399,,244898216,2026-05-25T18:14:32.789804+07:00,2gis,mixed
"Ислам өте керемет қызмет көрсетті. Молодец жігіт! Ақкөңіл тез қимылдап, риза болдық!",5,astana,шаурма,70000001059993399,,244892544,2026-05-25T17:51:52.426643+07:00,2gis,mixed
"Тағамдар өте керемет обслушка прям мықты 
Әділетке рахмет",5,astana,шаурма,70000001059993399,,244159726,2026-05-22T13:27:58.49217+07:00,2gis,mixed
Барлығы ұнады шашлыктар адеми болды обслужывание үшін аружанға рахмет,5,astana,шаурма,70000001059993399,,243620177,2026-05-20T00:05:08.406116+07:00,2gis,mixed
Зарина молодец. Жақсы қызмет көрсетті. Именно осы филиалдың том ям ұнайды. Повардың қолына Алла дерт бермесін ,5,astana,шаурма,70000001035519049,,248030699,2026-06-06T16:23:20.889947+07:00,2gis,mixed
Вид әдемі. Тамақтары тез келеді. Сервис күшті. Всегда дәмді. Еңбектеріңізге рахмет! Қызмет көрсеткен Айбекке көп рахмет,5,astana,шаурма,70000001035519049,,247886838,2026-06-05T22:44:55.028671+07:00,2gis,mixed
"Оте керемет,барф пряяям унадыыы,Толғанай официантка кызга респект,рахмет коп коп.
и Бармен который сделал старый казакский чай, не знаю его имя но он просто топ 10/10 ",5,astana,шаурма,70000001035519049,,247884407,2026-06-05T22:34:35.55449+07:00,2gis,mixed
Все понравилось рахмет официанту Жанерке Суши бомба,5,astana,шаурма,70000001035519049,,243385833,2026-05-18T21:59:54.534488+07:00,2gis,mixed
офик нурбек молодец анау мынау,5,astana,шаурма,70000001035519049,,233988312,2026-04-05T13:41:01.299831+07:00,2gis,mixed
"Керемет, пицца заказ беріп едім, пицца әкеп берді",5,astana,шаурма,70000001035519049,,233980882,2026-04-05T12:57:17.295309+07:00,2gis,mixed
Өте керемет заведения.Официант Нурбек өз жұмысын ұқыпты әрі жоғары деңгейде орындады,5,astana,шаурма,70000001035519049,,233980692,2026-04-05T12:56:13.465598+07:00,2gis,mixed
"Официант Әлихан молодец! Ұқыпты, шустрый жігіт екен, жарайсың!",5,astana,шаурма,70000001035519049,,231073224,2026-03-23T19:13:01.663803+07:00,2gis,mixed
"Бәрі жақсы болды
Официант Мерей рахмет ",5,astana,шаурма,70000001035519049,,227819660,2026-03-09T01:28:24.641189+07:00,2gis,mixed
"Өте дәмді, қызмет көрсеткен даяшы Мерейге улкен рахмет , зарплатасын көтеру керек , өте тәрбиелі кыз екен ,8 наурыз да жумыс жасап жүр . Молодец ",5,astana,шаурма,70000001035519049,,227818361,2026-03-09T01:18:49.841877+07:00,2gis,mixed
"Ассаляму алейкум. Балларыммен келип тамактанып кеттик, персонал оз жумысын жаксы аткарды. Стол жагын таза устайды екен. Мерей если ты читаешь спасибо за рамен сырный;)",5,astana,шаурма,70000001035519049,,227770571,2026-03-08T21:13:38.055914+07:00,2gis,mixed
Официант Зарина топ барлық тапсырысты дер кезінде әкеліп берді,5,astana,шаурма,70000001035519049,,227575908,2026-03-07T21:37:42.926223+07:00,2gis,mixed
"Зарина официантка молодец, обслуживание жақсы, маған ұнады",5,astana,шаурма,70000001035519049,,227278924,2026-03-06T14:54:41.097125+07:00,2gis,mixed
"Өте дәмді, қызмет көрсету өте жоғары деңгейде! Мерей ханым өз жұмысын өте керемет орындады. пити из пити, рақмет",5,astana,шаурма,70000001035519049,,225128658,2026-02-27T22:50:42.315705+07:00,2gis,mixed
Донерлер өте күшты проста повезло ,5,astana,шаурма,70000001088913151,,234513731,2026-04-07T21:33:52.320069+07:00,2gis,mixed
Донер отте дамди екен багасыда Жаксы керемет ,5,astana,шаурма,70000001088913151,,247627948,2026-06-04T22:04:44.116251+07:00,2gis,mixed
Өте жақсы Арсен Канның тойып шгады всем советую,5,astana,шаурма,70000001088913151,,247585915,2026-06-04T19:24:05.286101+07:00,2gis,mixed
"Очень вкусные донеры спасибо девушке Гүлнұр,хорошо облслужила",5,astana,шаурма,70000001088913151,,247342180,2026-06-03T20:30:50.338419+07:00,2gis,mixed
"Тема ұнады, особенно Гулнура қарындас",5,astana,шаурма,70000001088913151,,247339906,2026-06-03T20:22:18.63589+07:00,2gis,mixed
"Донер өте күшті 
Дәмі татымды обслуживание күшті прям",5,astana,шаурма,70000001088913151,,246532697,2026-05-31T22:38:24.964165+07:00,2gis,mixed
Етін ваще молынан салады каееефф ,5,astana,шаурма,70000001088913151,,245649378,2026-05-28T23:12:29.780217+07:00,2gis,mixed
"Очень вкусный донер, свежие ингредиенты и сытный. Рекомендую 
Аружанға рақмет",5,astana,шаурма,70000001088913151,,245600928,2026-05-28T19:26:47.382618+07:00,2gis,mixed
молодцы жігіттер өте дәмдідосымжан қолың дерт кормесын адемы екен дәмі,5,astana,шаурма,70000001088913151,,244687012,2026-05-24T19:49:22.807929+07:00,2gis,mixed
Тамақтары дәмді еще Сымбат и Ақбота қыздар өте жақсы жылы қарсы алып алды,5,astana,шаурма,70000001041625905,,248793338,2026-06-09T20:59:37.299625+07:00,2gis,mixed
"Оцицианты Сымбат и Ақбота знают свое дело,хорошо встретили и обслужили",5,astana,шаурма,70000001041625905,,248670383,2026-06-09T12:40:44.717372+07:00,2gis,mixed
"Тамақтары дәмді, плов дерзкий номер 1
Ташкентский чай өте күшті! Асел оф полный қарап жүрді рақмет!",5,astana,шаурма,70000001041625905,,247879231,2026-06-05T22:14:59.68131+07:00,2gis,mixed
"Акбота деген кыз просто бомба,жаксы істейді",5,astana,шаурма,70000001041625905,,247609760,2026-06-04T20:54:14.085939+07:00,2gis,mixed
"Была здесь, лично мне всё понравилось. Обслуживание тоже отличное, особенно Сымбат и Ақбота — они молодцы. Всё было хорошо, спасибо вам!",5,astana,шаурма,70000001041625905,,247519599,2026-06-04T15:15:11.147157+07:00,2gis,mixed
Сымбат Акботаа топ топ красоткии,5,astana,шаурма,70000001041625905,,247522904,2026-06-04T15:28:38.171531+07:00,2gis,mixed
"Очень вкусно поели, сытно
Огромная благодарность к официантке Қымбат
Обслуживание 100/10",5,astana,шаурма,70000001041625905,,244967106,2026-05-25T23:17:01.034605+07:00,2gis,mixed
"Вкусный плов,Алмасхан бауырға рахмет жұмысын жақсы жасайды екен,достарыммен келгенмін осы жерді мақтап подводить етпеді тағамдардың бәрін 5 миунт болмай бәрін алып шықты керемет.
Советую!",5,astana,шаурма,70000001041625905,,244903985,2026-05-25T18:36:36.393912+07:00,2gis,mixed
Ең кушти плов Каримада пловтары уау соз жок сервис жаксы тазалык жагы тоже вробоо,5,astana,шаурма,70000001041625905,,244892826,2026-05-25T17:52:59.749193+07:00,2gis,mixed
"Бүгінгі қызмет өте ұнады! Әсіресе официантка Еркеназ өте сыпайы, күлімдеп қарсы алып, тапсырысты тез әрі мұқият орындады. Қонақтарға деген қарым-қатынасы керемет, өз жұмысын жақсы біледі. Осындай қызмет үшін міндетті түрде тағы келеміз. Еркеназға үлкен рақмет! ",5,astana,шаурма,70000001041625905,,242104547,2026-05-13T00:49:23.114682+07:00,2gis,mixed
Все кафе Держится на Димасе. Остальные люди декорация? Кыздар еле ходят. Одна вообще на улице спит на входе Дима держись,4,astana,шаурма,70000001041625905,,240549082,2026-05-05T17:58:30.656909+07:00,2gis,mixed
"Еда не вау, но официант Дима топ",5,astana,шаурма,70000001041625905,,240224890,2026-05-04T04:17:01.417654+07:00,2gis,mixed
"Асқар жақсы обслужовать етеді екен өте жақсы бәрі әдемі,Асқар молодец әдемі",5,astana,шаурма,70000001041625905,,233545335,2026-04-03T12:47:14.976558+07:00,2gis,mixed
Акнур деген официантка жаксы обслуживать етты пловтары дәмі әсіресе асорти пловы ,5,astana,шаурма,70000001041625905,,233201721,2026-04-01T20:16:53.643033+07:00,2gis,mixed
Официант МАРАТ красавчик бала! ,5,astana,шаурма,70000001041625905,,225305446,2026-02-28T20:56:54.258911+07:00,2gis,mixed
"Официантка Жұлдызға спасибо за обслуживание.
Бешбармак свежее но мясо протухший вкус!
Ради официантки поставила звезды они не виноваты в этом, но Я была очень разочарована попрасила хотя бы чтоб поменяли мясо на казы , никто не извинился тольком, меняйте мясо Я отравилась жестко!",5,astana,шаурма,70000001041625905,,219606058,2026-02-16T01:09:05.912441+07:00,2gis,mixed
"Прям куштыыы Акнур официантка кушты обслуживает , тамактары бомба 10/100",5,astana,шаурма,70000001041625905,,219541482,2026-02-15T19:53:56.728513+07:00,2gis,mixed
"Ақмарал официантка молодец 
Вип кабинка тема екен 
Ақмарал официантка ға рахмет",5,astana,шаурма,70000001041625905,,219146041,2026-02-13T21:54:44.024847+07:00,2gis,mixed
"Гульнур официант Оте сыпайы , кызмети унады маган она очень вежливая",5,astana,шаурма,70000001041625905,,215553349,2026-01-30T05:35:40.889177+07:00,2gis,mixed
Оте жаксы жер тамактары дамди обсуждение на все 100 бызге обслуживать еткен гульнур ханымга алгысым шексиз бари кушты болды,5,astana,шаурма,70000001041625905,,215553401,2026-01-30T05:36:41.581013+07:00,2gis,mixed
Администратор Гульнур оте сыпайы екен,5,astana,шаурма,70000001041625905,,215550205,2026-01-30T04:09:45.460858+07:00,2gis,mixed
"Админстраторларға рахмет,обслуживание күшті,жақсы қарсы алдыбағалары да қалта көтереді",5,astana,шаурма,70000001041625905,,215270444,2026-01-28T20:18:28.702008+07:00,2gis,mixed
"Обслуживание, администратор бари куштиии блюда вообще  спасибо 29/2 Улица Мангилик Ел)",5,astana,шаурма,70000001041625905,,214930749,2026-01-27T21:21:32.139757+07:00,2gis,mixed
"Барлығы дәмді, свежий, по домашнему, іші таза, официант Марат өте ұқыпты, өз жұмысын жақсы орындайды",5,astana,шаурма,70000001041625905,,213840673,2026-01-22T23:05:35.225727+07:00,2gis,mixed
"Бари оте дамди. Заказ 15мин жетпей дайын болды. Обслуживание оте жаксы. 
Официантка Улданай очень приятная и вежливая. 
И цены отличные. Рахмет",5,astana,шаурма,70000001040604576,,246776896,2026-06-01T21:36:32.115764+07:00,2gis,mixed
"Очень плохое обслуживание. К крылышкам и картошке фри не положили соус, хотя он был указан в меню. Заказ пришлось ждать очень долго. Когда я сказала про соус, сотрудники начали хамить и грубо отвечать(Ой б…қойшы). Сервис оставил очень неприятное впечатление. Больше сюда не приду. ",5,astana,шаурма,70000001040604576,,212902608,2026-01-18T21:45:48.678987+07:00,2gis,mixed
Осы филялында тамақтары өте жақсы балықтарыме шашлык тары өте жақсы обслуживает прям шедевр офик Ұлданай жоғары деңгейде жұмыс жасыйды старшы офикке Бір ден Бір талапкер,5,astana,шаурма,70000001040604576,,245899270,2026-05-29T18:52:26.821196+07:00,2gis,mixed
Рахмет коп коп особенно Умитке,5,astana,шаурма,70000001040604576,,245351236,2026-05-27T17:11:37.806534+07:00,2gis,mixed
"Диана кассирга коп рахмеет 
с собой алып кетып едык , заказымызды тездедып шыгарып берды , оте дамды болды 
общительная , шустрая , адемы кыз екен 
коп коп рахмеет енды тагыда заказ беремын ",5,astana,шаурма,70000001040604576,,244330731,2026-05-23T06:32:05.123192+07:00,2gis,mixed
"Очень вкусно.Осы адамға рахмет Миконы создать еткені,өте дәмді.Админстратор Гульмира ханым үлкен рахмет.Жақсы қарсы алды бізді.Келулерынызды суранамын",5,astana,шаурма,70000001040604576,,243191256,2026-05-17T23:14:35.697574+07:00,2gis,mixed
"Живая музыкасы бар, балалар ойлайтын жері бар, балаларыма ұнады, но шашлыктары сухойлау",4,astana,шаурма,70000001040604576,,242846770,2026-05-16T13:08:22.6971+07:00,2gis,mixed
"Мико кафесыне улкен рахмет
Администратор Гульмира 
Керемет екен
Халыкпен кушты жумыс жасаиды
Тамактары уактылы келды
Дамды",5,astana,шаурма,70000001040604576,,238196407,2026-04-25T01:03:12.620937+07:00,2gis,mixed
"Спасибо беспармақ очень вкусный . Мне понравилось,",5,astana,шаурма,70000001040604576,,237415729,2026-04-21T13:13:09.869933+07:00,2gis,mixed
"Отмосферное место Тамактарыы өтее дәмді, все вежливые , бәрі унады , тағы да келеміз Арай официант самая самая",5,astana,шаурма,70000001040604576,,236753502,2026-04-18T00:53:20.397849+07:00,2gis,mixed
"отличное семейное кафе, отдельное спасибо официанту Қуанышу ",5,astana,шаурма,70000001040604576,,235678604,2026-04-13T00:20:18.460837+07:00,2gis,mixed
Рахмет Куаныш саган отте дамди болды красавчик,5,astana,шаурма,70000001040604576,,235499409,2026-04-12T01:41:49.902438+07:00,2gis,mixed
Арайлым официант прям молодец жугырып жур тамактары куштыы,5,astana,шаурма,70000001040604576,,234133961,2026-04-06T01:07:29.321044+07:00,2gis,mixed
"Арайлым оффциант молодеец кушти қызмет көрсетті
Тамактары күшті",5,astana,шаурма,70000001040604576,,232531192,2026-03-30T00:12:02.846533+07:00,2gis,mixed
