text,language,label,lingua_label
"Круто, что Акмарал жақсы нәтиже көрсетті, елімізге қуаныш болсын",mixed,,mixed
"Бақытымызға орай, жағдайды бақылауға алды ғой. Пострадавших жоқ екен, жақсы.",kaz,,mixed
"шетелмен жақсы байланыс ғо, туризм, мәдениет жүреді енді",kaz,,mixed
"Жастарға қолдау керек, ипотека арқылы жақсы мүмкіндік пайда болады екен",kaz,,mixed
"Көріп тұрмын, процесс жүріп жатыр ғо. Саденов бақылап отыр, бәрі анықталады. Сабыр сақтау керек сияқты.",kaz,,mixed
"Алга бокс ,Алга Қазақстан !!",kaz,,mixed
"Жақсы бастама, спорт дамуы елге әрқашан керек",kaz,,mixed
"Күтейік, сот өзі шешімін айтар.",kaz,,mixed
"Штраф қойып, тәртіпті қатаңдату керек сияқты",kaz,,mixed
"мм, қиын жағдай ғо. Бензин қымбаттаса, билет те қымбаттайды.",kaz,,mixed
"Көрдің бе, заң бәрібір жұмыс істейді ғо. Мына жағдайда сот дұрыс шешім шығарған сияқты.",kaz,,mixed
"Ну вот, даже с ""Күміс алқа"" не помогло. 6 лет — серьёзно, но за такое, по ходу, по-другому никак.",mixed,,mixed
"Оралда ескі үйлердің алдында әлі күнге дейін қазық бар темір кольцо соған арналған, проспектте ескі қала жағында",kaz,,mixed
"Шторм ескертуі ғой. Абай болыңдар, ауа райына назар аударыңдар.",kaz,,mixed
"Қарап жатыр, бос сөз емес сияқты. Жақсы бағыт қой, қадағалау керек.",kaz,,mixed
"Қарап жатыр, процесс жүріп жатыр ғо. Жастарды қылмысқа тарту деген дұрыс емес, жігіттер. Енді тәртіп орнату керек.",kaz,,mixed
Ішуге болмайдығой я мен тек артизан суын ішем,kaz,,mixed
Осы дұрыс бағыт сияқты. Технология дамиды ғой.,kaz,,mixed
"жақсы бастама, технология дамыса елге пайдасы тиеді",kaz,,mixed
Жаңа стратегия елдің қауіпсіздігі мен дамуына нақты керек болып тұр,kaz,,mixed
"Негізі жолдарға қаражат бөлініп, техника жаңарса жақсы болады, бастысы ұрлық пен ысырап болмаса екен",kaz,,mixed
Осы дұрыс бағыт сияқты. Электр желілерін жаңарту керек ғой.,kaz,,mixed
Машина басып өтті ғой травма жоқ дейді,kaz,,mixed
Генконсульство РФ то при чем👀😱😱похороны же помогает Ветераны Қазақстан и акимат Қазақстана,kaz,,mixed
Швелидзе деген қай елден келген?,kaz,,mixed
"Қанша адамды басып кетті емеспе машинамен, қалай пострадавших нет деп айтады?",kaz,,mixed
Мошенник үшін тиісті жаза керек енді.,kaz,,mixed
"мм, көктемде табиғатқа шыққанда абай болу керек ғо",kaz,,mixed
"Күштік құрылымдарда да жемқорлық пен парақорлық бар екені шындық қой. Бақытжан дұрыс айтады, егер таза болса, олар неден қорқады немесе қарсы болады? Қаншама ірісі бар, ұсағы бар полиция қызметкерлері ұсталып, кейбірі сотталып та жатыр. Ал көпшілігі әкімшілік, қызметтік тәртіптік жазаларға тартылады. Міне, осылар құртып отыр системаны. Сондықтан тазалау процесі болса, талай шенеуніктер мен бизнес өкілдері аяқтарын тартар еді. Сол Бақытжанның айқайының арқасында ОСМС- тағы былықтар ашылып, кқп басшылары ұсталып, әшкере болды. Бірақ сол жемқорлық әлі өмір сүруде. Дегенмен көп нәрсе ретке келгендей. Мұнда да сондай жағдай. Сондықтан тазаланудан пайда болмаса, еш зияны жоғы бәрімізге түсінікті әрі пайдалы емес пе!?.",kaz,,mixed
"Шамасы, жаңа схема енгізіп жатыр ғой. Қолға алып жатса, дұрыс шығар.",kaz,,mixed
Порогтан өткендер жаман емес екен ғо. Енді тәртіпке де қарау керек.,kaz,,mixed
"мм, қызық жағдай екен. Қазақстанда мораторий бар ғо, әзірше тыныш.",kaz,,mixed
"Қарап жатыр, бос сөз емес сияқты. Жақсы жұмыс істеп жатыр ғо, бәрі анықталады енді.",kaz,,mixed
"Достықтарыңыз ұзағынан болсын.Главное, чтобы был мир во всем мире. Поздравляем народ Бангладеш с праздником независимости",ru,,mixed
"Дұрыс, құтты болсын! 🇰🇿🤝🇧🇩 Развитие отношений это всегда новые хорошо для экономики. Мира и процветания обоим народам",mixed,,mixed
Бангладеш огромный рынок и трудолюбивый народ. Пусть крепнет наше сотрудничество.Бірлігіміз жарассын,kaz,,mixed
Жақсы жаңалық екен. Срокты қысқарту дұрыс қадам ғо.,kaz,,mixed
"Шетелмен жақсы байланыс ғо. Экономика, технология дамиды.",kaz,,mixed
"мм, қызық құбылыс болды ғо",kaz,,mixed
Но удачи пожелать можно. Іске сәт.,kaz,,mixed
"Қызық жаңалық екен. Жас футболшының жетістігі қуантады ғо. Енді ""Челсиде"" өзін көрсетсін, табыс тілейміз! ⚽",kaz,,mixed
Ішімдіктің кесірі ғой. Сот өзі шешім шығарар.,kaz,,mixed
"Шетелмен жақсы байланыс ғой. Туризм, технология да жүреді енді, тату болу бәріне жеңіл.",kaz,,mixed
Когда наградите и признаете заслуги Қара майора. Будет справедливость или нет.,ru,,mixed
"Сабыр, процесс жүріп жатыр ғо. Полиция жұмысын істеп жатыр, бәрі анықталады.",kaz,,mixed
"Жарайсың, Елена! 👏 Керемет нәтиже, алға баса берсін!",kaz,,mixed
"Күтейік, бәрі анықталады. Полицейлердің батылдығына риза болу керек.",kaz,,mixed
"Казгидромет ескерту жасап жатыр ғо. Қауіпсіздік жағын ойлап, дайын болған дұрыс сияқты.",kaz,,mixed
Көктемде мұз қауіпті ғой шынында. МЧС дұрыс ескертіп жатыр. Бекерден бекер құтқарған жоқ екен 34 адамды.,kaz,,mixed
"Көрейік, процесс жүріп жатыр ғо.",kaz,,mixed
"Қазақ куресі, асық ату, тоғызкумалақ настоящая классика наша, Молодцы организаторы.👏",kaz,,mixed
"Халық Кеңесі реально перспективная структура. Если она будет работать, а не для галочки, это позволит гражданам влиять на законы и улучшать жизнь, а не только наблюдать со стороны",ru,,mixed
"Круто, что Курултай и Халық кеңесі возвращаются как реальные институты народовластия. Это не просто слова, а шанс, чтобы каждый гражданин ощущал участие в управлении страной",ru,,mixed
"И теперь этот принцип возвращается через Курултай и Халық кеңесі. Не как декорация, а как рабочий институт.",mixed,,mixed
"Қолдау бар ғо, халықтың белсенділігі қуантады. Туркестан жақсы көрсеткіш көрсетті.",kaz,,mixed
Дұрыс бағытта келе жатырмыз ғо. Конституциялық реформа маңызды.,kaz,,mixed
Пусть каждый тиын из этих триллионов пойдет на пользу людям.Всех с Наурызом и с хорошими новостями! Ұлыс оң болсын,mixed,,mixed
"Главное единство и труд, тогда и страна будет процветать. Всех с праздником, родные! Ақ мол болсын",mixed,,mixed
"Правильные вещи говорит: чистота начинается с себя. Акция Таза Қазақстан это тема, давно пора было за это взяться всерьез",kaz,,mixed
"мм, әдемі екен",kaz,,mixed
"мм, Наурызда Алматыда қызық өтеді екен 🎉",kaz,,mixed
"Жақсы, операция сәтті өткен екен. Денсаулық тілейміз.",kaz,,mixed
"Көршімен тату болған жақсы ғо, бәріне жеңіл.",kaz,,mixed
"Жақсы, экономика да, технология да өсіп жатыр Алматыда. Қимыл бар ғо👏",kaz,,mixed
"Күтіп көрейік, процесс жүріп жатыр ғо. Әлі анықталады бәрі.",kaz,,mixed
Ондай бинет ешкімге корсетпесін,kaz,,mixed
"Дұрыс айтады, мұндайларға амнистия беруге болмайды. Қауіпсіздік бәрінен маңызды ғой.",kaz,,mixed
"Сізге және жақындарыңызға зор денсаулық, сабыр мен бақ-береке тілеймін. Барлық ізгі тілектеріңіз қабыл болып, алдағы күндеріңіз қуанышқа толы болсын!",kaz,,mixed
"мм, ауа райы қиындау болатын сияқты, сақ болайық",kaz,,mixed
"«Автомобиль — не роскошь, а средство передвижения» осыны ұқса бәрі ойдағыдай болады",mixed,,mixed
"Шуламайық, по закону разберутся",mixed,,mixed
"мм, Астана мен Алматыда көп екен ғо",kaz,,mixed
Билет бағасыда қымбаттайтын шығар,kaz,,mixed
"Осындай жаңалық керек еді ғо. Жақсы жаңалық екен. Интернет болса, ұшақта да жұмыс істей бересің ғо.",kaz,,mixed
"Көрісу күні — это про единство и традиции, хорошо, что поддержали.",mixed,,mixed
"Отлично, что поддержали такой важный праздник, как Көрісу күні!",ru,,mixed
"Мынау шынымен де нашар жағдай ғо. Сабыр, процесс жүріп жатыр. Қимыл бар сияқты, бәрі ашылады.",kaz,,mixed
"Я тоже думаю, что по ушам прошлись! Реально 2 месяца назад написала заявление с Өтініш о анонимном звонке с телеграмм канала. Вызвали в УВД, показала видео звонка. И все заглохла! 2 месяца не могут решить вопрос звонка в Атырауском УВД!",ru,,mixed
Жақсы жұмыс істеген ғо. Қанша наркотик көшеге шықпай қалды.,kaz,,mixed
"""профилактика семейно-бытового насилия"" - Ата-бабамыздың дәстүрін қайта жаңғырту керек. Сонда ажырасу, жесірлік, қорлық, күнкөріс деген проблемалар азаяр еді.",kaz,,mixed
"Депутат дұрыс айтады ғой, инфляцияны ескеру керек сияқты.",kaz,,mixed
"Жақсы, реформа ғой. Бәрін жүйелеп жатқан сияқты.",kaz,,mixed
"Сауда дамып жатыр екен ғо, жақсы жаңалық екен. Инвестиция да бар, логистика да түзеліп келеді.",kaz,,mixed
"Торговля жақсы дамып жатыр, инвестиция мен цифрландыру маңызды болғаны дұрыс",kaz,,mixed
"Прямо Кана, а не Қанат?",ru,,mixed
Ал ағылшын тілі 10 жыл бұрынғы кітаппен оқып жүр. Парақтары глянцевый болғандықтан кітаптар шашылып кеткен.,kaz,,mixed
"Токаев пен Макронның сөйлесуі елге жаңа мүмкіндіктер ашады, дұрыс бағытта бара жатырмыз",kaz,,mixed
Өлім жазасың беру керек еді .Сонда наркотик сатуы тоқтайтын шығао.,kaz,,mixed
"жақсы көрсеткіш, көп балл жинағандар бар екен",kaz,,mixed
"мм, доллар мен евро арзандапты ғо",kaz,,mixed
"Ой, бұл жақсы жаңалық қой. Туризм мен спортқа қолдау қажет нәрсе сияқты.",kaz,,mixed
"дұрыс шешім, туризм мен спорт дамып, елге пайдасы тиеді",kaz,,mixed
Керемет жұмыс істеп жатыр екен. Мұндай реабилитация керек дүние ғой балаларға.,kaz,,mixed
"мм, қыс біраз ұстап тұр ғо",kaz,,mixed
"Көрініп тұрғандай, процесс тыныш өткен сияқты ғой. Жақсы екен.",kaz,,mixed
"Классно, что за рубежом тоже активно участвуют, елге керек жақсы бастама",kaz,,mixed
"Процесс жүріп жатыр ғо. Президенттің сөзіне сенейік, уақытты тиімді пайдаланып жатыр. Көрейік, жаңа Конституция пайдалы болар.",kaz,,mixed
Маулен Ашимбаев дұрыс істепті ғо. Әр адамның дауысы маңызды.,kaz,,mixed
"Базар жоқ,Японияда жүріп дауыс беріп жатқандары мықты екен👏Молодцы",kaz,,mixed
"Круто, молодцы ребята, так держать и дальше елге абырой әкелсін",ru,,mixed
Америка мен Иран арасындағы жағдай ушықпаса игі болар еді,kaz,,mixed
"Қарақшыларды тез тауыпты ғой, процесс жүріп жатыр сияқты.",kaz,,mixed
"Осы халықты түсінбеймін. Тазалықты сақтап қалу үшін міндетті түрде ақылы жасау керек пе? Сосын жылайсыңдар ғой: ""ойбай жеп жатыр, тонап жатыр, қалталарына салып жатыр"" деп.",kaz,,mixed
"Күтейік, сот процесі жүріп жатыр ғо.",kaz,,mixed
"суд дұрыс шешім қабылдап, балаларға тыныштық берілген дұрыс",kaz,,mixed
"Ең бастысы өз жұмысын атқарса, результат үшін. 🔥",kaz,,mixed
"Сабыр, процесс жүріп жатыр ғо. Полиция қарап отыр, бәрі заң аясында болу керек.",kaz,,mixed
"Жарайсың, Елена! Мықты ойын көрсеттің ғо 🤌",kaz,,mixed
"классно, что молодежь кітап оқуға қайта құмар болып жатыр",kaz,,mixed
мен өзім осы Атырау қаласын да болдым тамақ бәрі жаксы болды Офицерлер жақсы кушті болды талай кызыктар болды кейде сағынады екенсің  Армияда қаншама неше түрлі солдат бар офицер сержанттарға да да онай емес Атысты алып тастай алмайдығо тем более жан жағымыз Мемлекеттер  соғыс Иманды болсың Ата -Аналарына сабыр берсің,kaz,,mixed
Иманды болсын құзыолы органдар барин аныктайд деп сенемиз,kaz,,mixed
"Земля это наше все. Правильно, что президент лично вносил правки в формулировки. Жердің тұтастығы звучит по настоящему, по нашему",mixed,,mixed
"Токаев дұрыс айтады, өзіміздің елдің тыныштығы мен дамуы бәрінен маңызды",kaz,,mixed
