text,language,label,label_source,seed_id,batch
"Сервис жоғары деуге болады, ұсынамын. Записали без ожидания, результат отличный. В Семей заходили в пятницу.",mixed,positive,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Записали без ожидания, результат отличный. Таза, құралдар стерильді екен. Приняли вовремя, качество видно сразу. Ждали примерно 18 минут.",mixed,positive,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Тамақ өте дәмді еді, қайта келеміз міндетті түрде. Асханада иіс жоқ, тамақ сапасы жоғары деуге болады. Повар молодец, подача красивая и горячая. Счёт вышел около 6648 тенге.",mixed,positive,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Ас дайындалуы жылдам, ыстық ыстығымен келді. Интерьер уютный, готовят быстро и аккуратно. Балнұр молодец, рахмет көп. Тағы да келеміз деп шештік.",mixed,positive,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Порции щедрые, десерт свежий и вкусный. Дәмі күшті, ұсынып кетемін достарыма да. Еда просто огонь, борщ лучший в городе. Ұнады, рахмет көп.",mixed,positive,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Приняли вовремя, качество видно сразу. Уақытында қабылдады, сапасы байқалады. Петропавл қаласынан келдік бүгін.",mixed,positive,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Шебер жұмысын тез әрі сапалы істеді. Мастер всё сделал быстро и аккуратно. Балнұр молодец, рахмет көп. Шамамен 60 минут күттік.",mixed,positive,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Кезек тез жүрді, уақытты үнемдедік. Удобное расположение, внутри чисто. Айгерім молодец, рахмет көп. Счёт вышел около 7470 тенге.",mixed,positive,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Организация на уровне, приятно удивили. Атмосфера приятная, возвращусь ещё раз. Атмосфера жақсы, тағы да келеміз. Арман молодец, рахмет көп. Заказ оформили около 22 минут.",mixed,positive,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Отбасымен келдік, бәрі қуанышты кеттік. Цены адекватные, качество стабильное каждый раз. Марат молодец, рахмет көп. Вернусь сюда ещё раз точно.",mixed,positive,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Приняли вовремя, качество видно сразу. Әкімші көмектесті, рахмет көп. Рекомендую знакомым.",mixed,positive,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Еда просто огонь, кебаб лучший в городе. Кухня реально вкусная, советую попробовать стейк. Ас дайындалуы жылдам, ыстық ыстығымен келді. В Шымкент заходили в среду.",mixed,positive,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Кухня реально вкусная, советую попробовать кебаб. Отбасымен келдік, бәрі қуанышты кеттік. Интерьер уютный, готовят быстро и аккуратно. Шамамен 47 минут күттік.",mixed,positive,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Отбасымен келдік, бәрі қуанышты кеттік. Еда просто огонь, шаурма лучший в городе. Асханада иіс жоқ, тамақ сапасы жоғары деуге болады. Баға 8292 теңге шамасында болды.",mixed,positive,synthetic,clear_mixed_v2,batch_01_clear_mixed
"На ресепшене хамили, вопросы игнорировали. Соңында бағаны қымбаттатты, алдандық сияқты. Ұнамады бізге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Очередь огромная, а персонал болтает в телефоне. Тамақ суық келді, күту уақыты ұзақ болды. Счёт вышел около 9114 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Кассир дөрекі сөйледі, енді келмейміз. Очередь огромная, а персонал болтает в телефоне. Түркістан қаласынан келдік бүгін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Бірдеңе уәделеп, басқасын берді. Персонал раздражённый, вопросы раздражают их. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Баға қымбат, сапасы төмен. Очередь не двигается, время зря потратили. Счёт вышел около 2258 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Қызмет көрсету нашар, тапсырысты шатастырды. Официант грубый, заказ перепутали два раза. Тапсырыс 22 минутта дайын болды.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Грубый тон, как будто одолжение делают. Шебер кешікті, жұмысты нашар істеді. Ұнамады бізге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Обещали одно, по факту совсем другое. Телефонға жауап жоқ, жауапкершілік жоқ. Атырау қаласынан келдік бүгін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Ждали полтора часа без объяснений. Шебер кешікті, жұмысты нашар істеді. Ресепшенде дөрекі сөйледі, сұраққа жауап жоқ. Шамамен 50 минут күттік.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Үн-тоны қатал, қиындықпен қызмет көрсетті. Санитарные нормы не соблюдают, противно. Цену в конце накрутили, обман чувствуется. Счёт вышел около 3080 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Персонал раздражённый, вопросы раздражают их. Условия неудобные, больше не вернусь. Телефонға жауап жоқ, жауапкершілік жоқ. Заказ оформили около 67 минут.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Грязно и шумно, комфорт нулевой. Кезек қозғалмайды, уақыт кетті босқа. Баға қымбат, сапасы төмен. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Еда холодная, ждали больше сорока минут. Санитария под вопросом, стол липкий был. Тамақ суық келді, күту уақыты ұзақ болды. Не советую никому.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Никто не отвечает на звонки, безответственность. Кір және шу көп, ыңғайсыз болды. В Алматы заходили в пятницу.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Ресепшенде дөрекі сөйледі, сұраққа жауап жоқ. Мастер опоздал, работу сделал кое-как. Сапасы нашар, қайта істетуге тура келді. Тапсырыс 51 минутта дайын болды.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Мастер опоздал, работу сделал кое-как. Ресепшенде дөрекі сөйледі, сұраққа жауап жоқ. Соңында бағаны қымбаттатты, алдандық сияқты. В Семей заходили в четверг.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Организация хаос, никто ничего не знает. Кезек қозғалмайды, уақыт кетті босқа. Жай-күйі нашар, қайта келмеймін. Счёт вышел около 4724 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Сапасы нашар, қайта істетуге тура келді. Качество ужасное, переделывать пришлось. Заказ оформили около 41 минут.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Қызмет көрсету нашар, тапсырысты шатастырды. Официант грубый, заказ перепутали два раза. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Санитария под вопросом, стол липкий был. Тазалыққа көңіл бөлмейді, үстел липкий еді. Қызмет көрсету нашар, тапсырысты шатастырды. Ұнамады бізге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Сапасы нашар, қайта істетуге тура келді. Мастер опоздал, работу сделал кое-как. Петропавл қаласынан келдік бүгін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Персонал раздражённый, вопросы раздражают их. Қызметкерлер ашулы, сұраққа жауап жоқ. Условия неудобные, больше не вернусь. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Бір сағаттан астам күттік, түсіндірмеді ешкім. На ресепшене хамили, вопросы игнорировали. Санитарные нормы не соблюдают, противно. Не советую никому.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Вкус пресный, соуса почти не положили. Кассир дөрекі сөйледі, енді келмейміз. Мәзірдегі суретке ұқсамайды, разочарованмын. В Шымкент заходили в вторник.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Порция кішкентай, бағасы қымбат сияқты. На кассе нагрубили, больше не приду сюда. Счёт вышел около 6368 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Санитария под вопросом, стол липкий был. Кассир дөрекі сөйледі, енді келмейміз. Официант грубый, заказ перепутали два раза. Тапсырыс 12 минутта дайын болды.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Очередь огромная, а персонал болтает в телефоне. Мәзірдегі суретке ұқсамайды, разочарованмын. Енді келмеймін.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Официант грубый, заказ перепутали два раза. Тамақ суық келді, күту уақыты ұзақ болды. Ұнамады бізге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Очередь огромная, а персонал болтает в телефоне. Порция кішкентай, бағасы қымбат сияқты. Шамамен 40 минут күттік.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Обещали одно, по факту совсем другое. Қызметкерлер ашулы, сұраққа жауап жоқ. Баға қымбат, сапасы төмен. Счёт вышел около 7190 тенге.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
"Шебер кешікті, жұмысты нашар істеді. Ждали полтора часа без объяснений. Больше не приду сюда.",mixed,negative,synthetic,clear_mixed_v2,batch_01_clear_mixed
