text,label,weight,label_id
Алгысым шексіз. Спасибо большое. Үйде бала мен отырып доставка мен заказ беріп едім. Такси заказ қабылдамай жатсада арада біраз уақыт өтседе такси тауып жіберді. Дәрілерді әкеліп берген жігіт мен таксист емеспін жәй өтініш жасап еді. Рахмет сізге Алла разы болсын!,positive,3.0,1
Уакытылы келди доставка. Бирак Суши пицца фри бари не свежий суып калган. Салфетка жок. Алдын ала 2-3 сагат бурын дайындалгандай,negative,3.0,0
"Еңңңңң күшті, дәмді донер осы жерде
прям сочный, мощный",positive,3.0,1
Донердің түк дәмі жоқ келіп жеуге не стоит,negative,3.0,0
"Персонал керемет, Бекулан Куанышбекович мастер своего дела! Ракмет!",positive,3.0,1
"Кеш жарык !
Кеше Остров Кэмада болдык, Киви лимонад тапсырыс берген болатынбыз.
Дами оте керемет, ерекше екен.
Всем советую!",positive,3.0,1
"Я буду возвращаться снова и снова
все топовые мастера города Ақтау здесь, я даже с острым квaдратом пишу без ошибки, девооччки на заметкууу",positive,3.0,1
Өте төмен обслуживаня наглый официанты,negative,3.0,0
"Өте керемет ресторан,іші де дизайн,сервис,тамақ бәрі ұнады
Үлкен алғысымды айтқым келеді",positive,3.0,1
Адиль официант ка рахмет оз исин жаксы истейди,positive,3.0,1
"Оте нашар.Хинкалили 1 сагат 50 минут куттик, администратор мен официант Ануар Деген жигит,каждый раз мине писти,мине 10 минут Ане мине деп почти 2 сагат отти.Еше алдын ала бронь жасап койдык.Мясо по Тайский 1 жарым сагатта келди,ещё вообще дамди емес .Баруга не стоит",negative,3.0,0
Абылай мастер своего дела! Мықты маман!,positive,3.0,1
Не қосасыздар ішіне?) 3 қыз болып бардық үшеуімізде отравление болдық))),negative,3.0,0
"Анализ тапсыратын жерде жасы үлкен Такура деген әйел отырады, очки киген. Анализ тапсыруға келген адамдармен ұрыссып отыр бәрімен, грубиянка базарская((( Администрация вам надо поменять этого персонала",negative,3.0,0
" бардак бугин 10 адамга Бронь койганбыз ифтарга администрация даже не помнит количество гостей, в итоге 10 человек ушли искали другую место мне самому было стыдно из за них перед гостей",negative,3.0,0
"Бәрі өте дәмді болдысвежий,хрустящий крылышкилары.Пиццасы тоже өте ыстық болды",positive,3.0,1
Ужас просто. Қалай болса солай жасап бере салғаныше макияжды сонша мақтаған Нұрай мастер. Тегін жасап жатқандай.,negative,3.0,0
"Астананың кино театр бағасы қол жетімді,күшті,тек попкорндары не очень екен ап ашшы ішінде қоқымы көп.",negative,3.0,0
"Көп екен, пачкасында еще тағы 1еун подаркаға салыпты, советую.",positive,3.0,1
"Очень классный и вкусный плов, самый лучший

Пловерфудтың пловы өте керемет, как всегда на уровне, конактаргада оте унады, рахмет улкен

Вкус вообще огонь, прям жисін жылайсын, алда тағы заказ береміз

Салат, сусындарыда оте керемет

Еда прям передает вайб востока",positive,3.0,1
"Кеше суши мен пицца заказ берген болатынбыз,сушидан отравление болды үй-іші,ал пицца қатты болды тақтай сияқты",negative,3.0,0
"Идеально бәрі. Персонал, кухня, караоке, лаунж, барлық жағынан идеальное заведение",positive,3.0,1
"Қызметкерлерге улкен рақмет, адаммен керемет байланыс, қызмет көрсету дәреже жоғары. Тез,әрі жылдам. Қыздар да ,жігіттер де молодцы",positive,3.0,1
Жалпы барлық жейтін заты свежий и дәмді.,positive,3.0,1
"Алишер Ермековичке улкен алғыс,удаление прошло без боли,зажило все хорошо!",positive,3.0,1
"Тамақтары өте күшті!
Обслуживание топ",positive,3.0,1
"2 кун бойы тисим катты ауырып мазалап журген Данил молодец барлыгын тусиндирип ренген истеп корсетип барлыгын керемет оз тисимдей кылып истеп берди  Ещё скромный,вежливый все окуратно делает Рахмет Данил ",positive,3.0,1
27.12.2024 Саркыт ресторанга бардым. Бауырсақ шубат шәй өте дәмді атмосфера и админ супер,positive,3.0,1
"Если мыкты сервис, ен томен бага!!! Ильяс Ернар Аягоз кодом рахмет",positive,3.0,1
Официанттан тасбака жылдамго тамак 40-45 минутта келед даласында ит мышык журет ит мысык пен бырге тамак жедк сервис ноль пораженяк,negative,3.0,0
"Бауырдақ мейрамханасы унады жақсы екен, тамақтарынында дәміді Даяшы Аяулым көңілден шықты, даже очень хорошо обслужила",positive,3.0,1
"Осы жерге келсек вечно адам коп, очередь еще жааааи жумыс жасаиды. Неге? Или сотрудниктер кобеитиниздер или тезирек кимылдасыншы",negative,3.0,0
Қызымнан анализ алмай аллергопроба алмай севоран салып емдеді и күйеуімнің ауырған тісін емес тап таза ақыл тісін жұлды ақшаға қызығума бұл,negative,3.0,0
Телефон алмайсындар Несине круглосуточно деп коясындар,negative,3.0,0
"Мастер Бека очень круто делает свою работу, обслуживание керемет",positive,3.0,1
Мухит Алтынбекович оте грамотный врач. Тек Сол кисиде емделемин.,positive,3.0,1
"Самые лучшие сервис ,продавец вежливый ,оз истерін жаксы білед екен,стекло и чехолдары да качествалары кушти екен,только сиздерден алам енд ",positive,3.0,1
"Онша емес, донер суық, обслуживание жоқ, кассада бірнеше қыз сөйлесіп, төмен қарап, әңгімені әрі қарай жалғастырады. Сұрақ қойғанда, қарамайды даже. Басқа нәрсемен айналысады, жұмыс істемейді. Не бар не жоқ екенін білмейді",negative,3.0,0
Оте керемет стоматология семейный барамыз казир тек осы жер унайды,negative,3.0,0
"е б у ч а я поликлиника,с 8 утра не могу записаться,к вам каждую минуту записываются???че за х у й н я",negative,3.0,0
Админ Жаннұр лучшая! Очень вежливая),positive,3.0,1
"Заежал на развал на камри 70, сделали быстро качественно. Сто чистое, рахмет.",positive,3.0,1
"Тамақтары дәмді, уютно. Аружанның қызмет көрсетуі өте жақсы, сыпайы. Барлығы ұнады",positive,3.0,1
"Барлығы идеально!  кухня прям сөз жоқ, Сания реально мықты админ! Всегда с улыбкой, вежливая, бәрін успевает, бәрін порядокқа келтіріп жүреді. Сен барда всё чётко! ",positive,3.0,1
"Мында келсеңіз міндетті түрде магний ішіп келіңіздер! Запись өмірі полный, живой очередьпен кіру невозможно!!! Самое ужасное обслуживание",negative,3.0,0
Доставка бар дит но на самом деле жок сервис вообще ноль оператор дурыс жумыс жасау керек,negative,3.0,0
"Всегда акуратно жасайды маникюрды,нежно әдемі прям
Мастер Нагима топп",positive,3.0,1
Честный отзыв тамактары салкын дами жок ,negative,3.0,0
"Тамақтары дәмді, іші таза, обслуживаниесі тез, отбасылық и достармен отырыстарға самое то",positive,3.0,1
Жауап жазбайт админ ватсап званок заказат етип уиктаин деп кутуп отырм бір ответ кайтармады,negative,3.0,0
"Уяткой мнау енды!
5 рет сурадым 6 люля ма деп,ия ия дед и сондагы 3 люля кышкентай и ещё соны 2 ге болген и получилось 6 люля!
Позор вам!",negative,3.0,0
Тамак нашар жегендей болмадым шикі піскен условия жох,negative,3.0,0
"Рахима салонында уже 2010 жылдан бері тұрақты клиенткасымын, кірпігімді Алина мастер өте проф, тырнағымды Аяулым топ мастер , енді Самалға жасаттым тоже топ мастер екен, қыздар улкен РАХМЕТ! Мастерлер профессионал!",positive,3.0,1
Процент. Коп. 38 Пайыз кызмет корсету сапасы томен.,negative,3.0,0
"Обслуживание 0 , быр официант улгермит вообще адам коссандарш курсн",negative,3.0,0
Доставка жок 32 а нын аржагындагылар как будто адам емес очень плохо кышкентай калада доставка жок деген минус,negative,3.0,0
"Сервис, мастерлер топ, демалып каласыз барсаныз прям, отношение каждый клиентке деген оте кушты, атмосферасы кушти",positive,3.0,1
Шашлыктары өте дәмді балам бәрін тауысп жеп қойды уйге де всегда алдыртып жейміз ыссылай келеді бүгін барып жедік обслуживание топ топ,positive,3.0,1
"Салфетка күшті келді, еще салфетка подаркаға салып жіберіпті. Үлкен рақмет!",positive,3.0,1
Ен нашар поликлиника участковый педиатрлар адамдармен жумс жасау билмейд просто так журген дэм болсын журген адамдар,negative,3.0,0
"Пришли поужинать — официанты вежливые, быстро приняли заказ. Заказали хан қуырдақ — очень вкусный, особенно с соусом. Плов тоже был вкусным. Всё вкусно и очень атмосферно!",positive,3.0,1
"раннер кызыныз сары кыз залда турп алып ырк жырк аркимды бир жамандап, никакое уважение к клиентам и посетителям",negative,3.0,0
"Абдулла четко алады, келуге кеңес беремін, Түркістанда топ 1",positive,3.0,1
"Дильназ админге рахмет  
Отличный сервис",positive,3.0,1
"Кеше ауызашарға барғанбыз, өте нашар. Қызмет көрсету сапасы өте төмен. Не советую.",negative,3.0,0
"беру донер у Рима уже достаточно долгое время,но вот сегодня в ЛАВАШЕ оказалось плесень. Только это заметила. Что это такое? 
Вроде,не было такое никогда. 
Өкініп қалдымғой алғаныма,1200 теңгемді қайтаруды өтінемін..",negative,3.0,0
Бұрыңғыдай от емес донер өте нашар,negative,3.0,0
Даулет официантка рахмет оте керемет,positive,3.0,1
Апайлары қатал іс шараралар аз өткізіледі барлық клас шумныц,negative,3.0,0
Өте күшті в подарок тағы 1еу салып жіберіпті рахмет.,positive,3.0,1
"Жансая молодец,кушти жер екен,тамактары дамди",positive,3.0,1
Роздача беретн кыздар вечно не довольные,negative,3.0,0
Дәмі зор негізі но кассадағы қызды ауыстыру керек,negative,3.0,0
Здравствуйте.Сервисный центр у Вас работает классно!!!!Арман мен Санат деген менеджерлер кушти жугирип тусиндирип берди .Оскеменнин сервис центри вообще ужасно работает.Я сама из Усть-Каменогорска.Рахмет сиздерге.Жумыстарынызга саттилик!!!!!,positive,3.0,1
"Кыздар молодец,өте сыпайы екен,заказымызды қабылдап, тездетіп салып жіберді 
Рахмет көп көп,шашлыктердің дәмі керемет ыстық болып келді",positive,3.0,1
Өте жақсы обслужение болдыы Шолпан оффицантка өте көп рахмеет !Тамактары өте дәмді екен,positive,3.0,1
Туылган куным осы жерде атап откен едым 4 июнь. Озым куткенненде кушты отты. Официанттар Несыбелы мен Мерген оте пысык екен. Клиентоориентированность высший уровеньда. Осы жерды тандаганыма окынбеймын,positive,3.0,1
Медсестра Альфия пациентпен дурыс жумыс жасауды билмейди!,negative,3.0,0
Тамактары оте дамди унадым обслужка жасаган Тамерлан оте кушти карсы алды,positive,3.0,1
"Іші лас, орындық, стена кір. Уборный желкенішті. Ал жалпы жақсы.",negative,3.0,0
Ужас. что за сервис? 1 жарым сагат куттим онша емес донер не советую,negative,3.0,0
Оте кушты жер диля дитн обслуживаниесы унады оте катты коныдымнен шыкты,positive,3.0,1
сөзім жоқ постоянно жеп жүрген жерымеды,negative,3.0,0
"Бағаны слишком қосып қойғансыздар!!! Жаренный донер сағыз сияқты езіліп, созылып жатыр! Бағасына тұрмайды!!!",negative,3.0,0
"Ужас донер заказ бергем с курицей 
Сасып кеткен еты 
Шаурма вообще ужасный сухой вонючий мясо 
Доставка мен заказ бергем",negative,3.0,0
"Тамактары оте дамди екен, обслуживание жаксы, багаларыда арзан ",positive,3.0,1
"Кішкентайымнан осы салонда обслуживаться етемын Рахима салон самый топ салон мастерлер де, атмосфера да өте керемет",positive,3.0,1
Доставка лып келді брақ кола жоқ заказда культура білмейді алып келген кісі.,negative,3.0,0
"Оте нашар, ноль обслуживание официанттары ай карап журеды, биреуы карамайды. Клиентке хотя бы конил аударуга болатын шыгар,конил куйымнын бытшытын шыгарды ноль ноль тагыда ноль",negative,3.0,0
"Обслуживание күшті, бәрі ұнады. Азамат деген оффициант топ!!!",positive,3.0,1
"Айсулу апай, қолыңыз дерт кормесин!!! Аман болыныз!! У Вас золотые руки! И у девочек, конечно, тоже!!! Удачи, успехов и процветания Вам!! Отныне только к вам",positive,3.0,1
заказ кабылдамаган собой алып кететин едык барсак заказ кабылдамаган,negative,3.0,0
"Даже бір звездочка жалко , дұрыс жұмыс жссай алмайды құрылғысы жоқ , тақылдатып ұрып көріп сіздің алтыныңыз ұнамай тұр дегені ше  Неше жыл өткізіп жүрмін Астанада ,таза алтын , жұмысшының өзім білем дегені вообще убила",negative,3.0,0
"постоянно осында келетін едік,Бұрынғыдай емес!
порциясы аз,ещё бағасы да қымбат болып кеткен.Не стоит кеткен ақшаға!",negative,3.0,0
"Нашар,тапсырысты қате беріп,уақыт созады,кеңес бермеймін басқа филиалдары жақсы именнно бұл точкасы қашан заказ берсең булығып жатат",negative,3.0,0
Не адекватный  пациент пен дұрыс сөйлесе алмайды,negative,3.0,0
"Официантка по имени Жанерке очень грубая с клиентами, обслуживает кабагын туйип , попросили стаканы не принесла , вторую попросили тоже не принесла , в итоге принесла всего 1 стакан ответив что на один сок 1 стакан",negative,3.0,0
Нау цезарь салат па или жай капуста ма тамак пороста капуста ма ужас еты катты и 1 портсия ны ушке болип сап берген ау ужас етты арен шайнап жедык,negative,3.0,0
"Ломбард алтын ,техниканы жоғары баңалайды Деньги маркет кыздарына рахмет",positive,3.0,1
Плов күшті дәмді және арзан алуға кеңес беремін админ супер достовкамен алдырамыз ыстықтай келеді прям,positive,3.0,1
"Админ девушка ни рыба ни мясо!!!
Пришли на ауызашарм, в итоге не могли пол часа сделать заказ. Админ стояла рядом, попросили ее, чтобы подошел официант, в ответ получили полный игнор! 
Благо, менеджер подошла сама и взяла наш заказ.",positive,3.0,1
"сервис -0, документ шыкпаган килт бермейд ипотека 50/ акша салдык сухой лапшамен айтып келе жаткандарына 4ай болды",negative,3.0,0
Өте жақсы атмосфера. Дизаин залов. Отдельное спасибо Розалия офицантка умничка. Быстрое обслуживание. Ответ на любой вопрос по меню. Девченка умничка.,positive,3.0,1
Офитант Маржан и кассир Арманайга рахмет обслуживание отте керемет супер,positive,3.0,1
Телефонды занять басатын болсаңдар не үшін қойғансыңдар заказ қалай береміз 1сағат болды отказ басып отқанына өте нашар екен обслуживание ,negative,3.0,0
"Шашлыктары оте жумсак, бирак менин жаксы коретин шашлыгым болмады , Люблю в оболочке жок екен. Баранина унады жумсак екен , мен Люля в оболочке болмаган сон , обычный люля заказ бердим.",negative,3.0,0
"Servis -10 iz -5, pechalno",negative,3.0,0
"Обслуживание 0, выбор блюд 0, тефтели 1 штуку с гарниром (1500 тг), попросили пожалуйста добавьте подливу, цены не обоснованы, и еще окрошку кто хочет с тушенкой и потом ушынуга только к ним!!!",negative,3.0,0
"Тағамдары өте дәмді болды,и разнообразный меню,ішінде бәрі бар.
Особенно Нұрасыл официантқа рахмет,өте керемет қызмет жасады",positive,3.0,1
"Ваще ужс, кешігіп жатырмыз вокзалға, не берут",negative,3.0,0
Казір чикен алдым просто ужас балыктын майына қуырылған сияқты. Дәміде жок. Тауыктын остоткасынан жасаған сияқты жеттің жері жоқ. Алдың жақсы еді қазір айныган.,negative,3.0,0
Бугин келип отырып шай иштик адамга сыйластык жок вообще грубить етип шыгарып жберди ишинен алып отырып ишуге болмайма сонда? 1жулдыздын ози коп болады деп ойлайм кассада турган администраторша,negative,3.0,0
"Оте нашар шашлык бугин алып едим! Баранина кап катты кари кой еще туси кокшил, окорочка вообще ети жок",negative,3.0,0
"Мына полеклиникага Жанар деген массажист қыз келіпті. Менде низкий давление. Басым қатты ауырып тұрды массажға барғанда. Мені таң қалдырғаны: Қазақстанның біршама жерінде емде болдым, бірақ мынадай массажистті алғаш көруім. Қолдары алтынғой. Қатты риза болдым. Алла бағыңызды еселесін Жанар! Тіл көзден аман болыңыз. Қатты риза болдым.
Бақытты болыңыз!",positive,3.0,1
"Ассалаумағалейкүм, вчера был на ифртар в данном заведении, взял сет ифтар все входило включая воду, попросил воду так как не приносили, но по итогу воду отдельно посчитали, странно как то) 
Подтвердить я могу суммой по оплате по карте, нечего кроме сета не заказывал.",negative,3.0,0
Мастер Нагима Маникюрды кушти кылып жасайды адеми кылып ойындағыдай шығады,positive,3.0,1
"Сервис нашар, тамақтары онша емес вообще келми ақ қойыңдар",negative,3.0,0
Наш бизнес ланч превратился на бизнес покур . Цены хорошие . Ғасырға алғыс айтамыз.,negative,3.0,0
"Больничный листті алу үшін 1 сағат отырдым кабинеттің алдында. Кабинет жабық , не врач, не медсестра жоқ. Өзім іздеп тауып алдым.3 этажда басқа кабинетте әңгімені соғып отыр жұмыс уақытында.",negative,3.0,0
Ходовой вообще жолатпандар агайын ыстей алмайды еще сурайтын акшалы кымбат ауыстырган жеры ертесы или сол куны ак кетп калады,negative,3.0,0
"Бүгін болдым 35 участок терапевт Жубаниязова Динара Каиржановна қарамады,ауырып бардым басым айналып тұр десем тыңдаған да жоқ,я отказываюсь бұл терапевтен ",negative,3.0,0
Дами озгерген жаман суши да жаман пицца да жаман,negative,3.0,0
"Керемет денгейдеги сервис, бари дамди бари унады, отбасымен барганга оте жаксы жер екен советую всем",positive,3.0,1
Шаурма прям алып бара жаткан дымы жок острый+холопения заказ бергенбыз е острый емес е холопениясы жок не стоит,negative,3.0,0
Өзіңмен алып жүруге өте ыңғайлы 10/10. За такую цену просто,positive,3.0,1
"Пиццалары онша емес,жука сулы дамисиз!сушилардын дам де!",negative,3.0,0
"Караван сарайдың тамақтары суппер, қонақжайлылық на вышем уровне іші өте таза Наргизаға үлген алғыс обслуживаниясы күшті",positive,3.0,1
Твистердің орнына қателесіп стрипсы жасады қатесін мойындағысы келмей көгеріп жүрді. Вообщем біткен кафе,negative,3.0,0
Зор жер екен агаммен бульдак алдык бырак продавцы не очень,negative,3.0,0
Главный менеджер Қуанышқа көп рахмет,positive,3.0,1
"Туфта, Узак куттирп ровно 2 сагат, еще суып калган, 1геде татымайды",negative,3.0,0
"В магазине Мир Востока Ақтөбе пребретаю Парфюм Fakhar Black,выбор большой и приемлемые цены",positive,3.0,1
Админстратор афитсант молодцы әнгіме жоқ приятно демалып қайтасн соз жоқ барлығы жақсы коңілдегідей,positive,3.0,1
"Манты шикі қатты ужас прям
Не надо",negative,3.0,0
Заттары ашып кеткен ещё заказ қабылдамайд,negative,3.0,0
"Вообще унамады бургерлерыне майдын дами синип калган ужас прям!
Еще заведениелерыне исы прям катты шыгады устине синип калады ужас прям",negative,3.0,0
Заказ бермеңіздер!Бүкілі ужаааас!!3 сағатта әзер келлі еще,negative,3.0,0
"Супер мне все понравилось, рахмет!",positive,3.0,1
"Участок 20 врач Дюсенбаева Айдана Муратовнага жане медбикемиз Адилханова Жулдызға алғысымыз шексиз.Работают в жилгородке , всегда отзывчивые Медсестра всегда с нами на связи 24/7. Медикерден аусып осы участоке келгенимизге куаныштымыз",positive,3.0,1
Оте керемет заведение особенно Айбар деген офицантка рахмет ,positive,3.0,1
"Ужас проста бурын жаксы еди казир нан болып кеткен, фри коп салады, еще кымбат, сухой дами онша емес, баягы донер жок ужееее келуге не советую,",negative,3.0,0
Бауырдақтың іші приятно и так красиво мне понравилось. Жақын адамын мен бірге ас ішуге таптырмас жер екен.Официантка Аяулым күшті жақсы қызмет етті.,positive,3.0,1
"Өте керемет жерЖаннұр деген оффициантка қыз МолодецПысық қыз екен.Жұмысына ұқыпты қарап,бізді жақсы обслуживать етті",positive,3.0,1
Нават чайхана өте керемет дамді болды бәрі кухня бомба. Ақбота официант обс бомба ,positive,3.0,1
Даулет официант супер 100-100 қызмет көрсетуі,positive,3.0,1
Сервис онша емес заказ алмайд звандасан басып тастайыд барып заказ берсен узак береди дайын турган тамакты ещё суып калган,negative,3.0,0
"Мансард как всегда самый лучший, музыка, обслуживание все шикарно.Особенно официантка Арайка красавица, обслужка бәрііін өте күшті жасады вежливая пушкаааа",positive,3.0,1
"Кухнясы күшті екен,админстратор и ресепшен өз жұмыстарын жақсы атқарады,официанттарға сөз жоқ,Алихан деген есімді бала жақсы опслужка жасады.Түркістанда топ 1ресторан",positive,3.0,1
"Классный ресторан, официант Адилетке рахмет ",positive,3.0,1
"Дәмі жақсы, но форма не стандартный разный, отыратын столдар аз, жалпы дәмі жақсы",positive,3.0,1
Жаксы тамактары тойымды унады и обсл жок токо тапчанга мынак тенге жаксы жаттык и ожидания 20 мак мин иши жып жылы,negative,3.0,0
